Names,Names2,A1,A2,A3,A4,A5,A6,A7,A8,Sample,Group,Names,,,
G_EastAsia_MW538.CanFam31.realigned.bam,G_EastAsia_MW538_Russia,0.113011064,1E-09,1E-09,1E-09,1E-09,0.01640783,1E-09,0.870581101,MW538.CanFam31.realigned.bam,EastAsia,G_EastAsia_MW538_Russia,CanFam31,realigned,bam
G_EastAsia_Chinese_CAN7.CanFam31.realigned.bam,G_EastAsia_Chinese_CAN7_InnerMongolia,1E-09,1E-09,1E-09,1E-09,5.54363E-08,1E-09,1E-09,0.999999939,Chinese_CAN7.CanFam31.realigned.bam,EastAsia,G_EastAsia_Chinese_CAN7_InnerMongolia,CanFam31,realigned,bam
G_EastAsia_Chinese_CAN6.CanFam31.realigned.bam,G_EastAsia_Chinese_CAN6_InnerMongolia,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,Chinese_CAN6.CanFam31.realigned.bam,EastAsia,G_EastAsia_Chinese_CAN6_InnerMongolia,CanFam31,realigned,bam
G_EastAsia_Wang_GW2.CanFam31.realigned.bam,G_EastAsia_Wang_GW2_ChukotkaRussia,0.067948209,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.932051785,Wang_GW2.CanFam31.realigned.bam,EastAsia,G_EastAsia_Wang_GW2_ChukotkaRussia,CanFam31,realigned,bam
G_EastAsia_LiaoNingWolf.CanFam31.realigned.bam,G_EastAsia_Liaoning,1E-09,1E-09,1E-09,1E-09,0.038826692,1E-09,1E-09,0.961173302,LiaoNingWolf.CanFam31.realigned.bam,EastAsia,G_EastAsia_Liaoning,CanFam31,realigned,bam
G_EastAsia_Shanxi2Wolf.CanFam31.realigned.bam,G_EastAsia_Shanxi2,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,Shanxi2Wolf.CanFam31.realigned.bam,EastAsia,G_EastAsia_Shanxi2,CanFam31,realigned,bam
G_EastAsia_Shanxi1Wolf.CanFam31.realigned.bam,G_EastAsia_Shanxi1,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,Shanxi1Wolf.CanFam31.realigned.bam,EastAsia,G_EastAsia_Shanxi1,CanFam31,realigned,bam
I_NorthAmerica_Ellesmere1.CanFam31.realigned.bam,I_NorthAmerica_Ellesmere1,0.211535959,0.061695648,1E-09,0.033607207,1E-09,1E-09,1E-09,0.693161182,Ellesmere1.CanFam31.realigned.bam,NorthAmerica,I_NorthAmerica_Ellesmere1,CanFam31,realigned,bam
I_NorthAmerica_AlaskanWolf.CanFam31.realigned.bam,I_NorthAmerica_AlaskanWolf,0.178686047,0.050776426,1E-09,0.057049328,1E-09,1E-09,1E-09,0.713488195,AlaskanWolf.CanFam31.realigned.bam,NorthAmerica,I_NorthAmerica_AlaskanWolf,CanFam31,realigned,bam
I_NorthAmerica_MexicanWolf.CanFam31.realigned.bam,I_NorthAmerica_MexicanWolf,0.146741803,0.111418091,1E-09,0.093793446,1E-09,1E-09,1E-09,0.648046656,MexicanWolf.CanFam31.realigned.bam,NorthAmerica,I_NorthAmerica_MexicanWolf,CanFam31,realigned,bam
A_A_Dhole_BerlinZoo.CanFam31.realigned.bam,A_A_Dhole,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,BerlinZoo.CanFam31.realigned.bam,Dhole,A_A_Dhole,CanFam31,realigned,bam
A_B_Ethiopianwolf_Ethiopian_wolf_B3.CanFam31.realigned.bam,A_B_Ethiopianwolf,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Ethiopian_wolf_B3.CanFam31.realigned.bam,Ethiopianwolf,A_B_Ethiopianwolf,CanFam31,realigned,bam
A_C_GoldenJackal_Syrian_jackal.CanFam31.realigned.bam,A_C_GoldenJackal,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Syrian_jackal.CanFam31.realigned.bam,GoldenJackal,A_C_GoldenJackal,CanFam31,realigned,bam
A_D_Africanwolf_KenyaJackal.CanFam31.realigned.bam,A_D_Africanwolf_Kenya,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,KenyaJackal.CanFam31.realigned.bam,Africanwolf,A_D_Africanwolf_Kenya,CanFam31,realigned,bam
A_D_Africanwolf_ERR4372262_Morocco_Africanwolf.CanFam31.bam,A_D_Africanwolf_Morocco,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,ERR4372262_Morocco_Africanwolf.CanFam31.bam,Africanwolf,A_D_Africanwolf_Morocco,CanFam31,bam,
A_D_Africanwolf_CRR010907_Algeria_Africanwolf.CanFam31.bam,A_D_Africanwolf_Algeria,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,CRR010907_Algeria_Africanwolf.CanFam31.bam,Africanwolf,A_D_Africanwolf_Algeria,CanFam31,bam,
A_D_Africanwolf_Africanwolf_SRR8049196.CanFam31.bam,A_D_Africanwolf_Ethiopia,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Africanwolf_SRR8049196.CanFam31.bam,Africanwolf,A_D_Africanwolf_Ethiopia,CanFam31,bam,
A_E_Coyote_CaliforniaCoyote.CanFam31.realigned.bam,A_E_Coyote_CaliforniaCoyote,1E-09,0.831556889,1E-09,1E-09,1E-09,1E-09,1E-09,0.168443105,CaliforniaCoyote.CanFam31.realigned.bam,Coyote,A_E_Coyote_CaliforniaCoyote,CanFam31,realigned,bam
A_E_Coyote_SRR1518489_Coyote_Illinois.CanFam31.bam,A_E_Coyote_SRR1518489_Coyote_Illinois,1E-09,0.717526006,1E-09,0.133553772,1E-09,1E-09,1E-09,0.148920218,SRR1518489_Coyote_Illinois.CanFam31.bam,Coyote,A_E_Coyote_SRR1518489_Coyote_Illinois,CanFam31,bam,
Z_Dog_Beagle_SRR7107976.CanFam31.bam,Z_Dog_Beagle_SRR7107976,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,Beagle_SRR7107976.CanFam31.bam,Dog,Z_Dog_Beagle_SRR7107976,CanFam31,bam,
Z_Dog_Dauchound_SRR7107971.CanFam31.bam,Z_Dog_Dauchound_SRR7107971,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,Dauchound_SRR7107971.CanFam31.bam,Dog,Z_Dog_Dauchound_SRR7107971,CanFam31,bam,
Z_Dog_SRR7107875_Airdale.CanFam31.bam,Z_Dog_SRR7107875_Airdale,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,SRR7107875_Airdale.CanFam31.bam,Dog,Z_Dog_SRR7107875_Airdale,CanFam31,bam,
Z_Dog_MW207.CanFam31.realigned.bam,Z_Dog_MW207_GoldenRetriever,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,MW207.CanFam31.realigned.bam,Dog,Z_Dog_MW207_GoldenRetriever,CanFam31,realigned,bam
Z_Dog_SharPei02.CanFam31.realigned.bam,Z_Dog_SharPei,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,SharPei02.CanFam31.realigned.bam,Dog,Z_Dog_SharPei,CanFam31,realigned,bam
