A1,A2,A3,A4,A5,A6,A7,A8,Sample,Names
1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326385.merge.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326385.merge.CanFam31.bam
1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326384.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326384.CanFam31.bam
1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikisan_SRR20326383.merge.CanFam31.bam,F_CentralAsia_Tajikisan_SRR20326383.merge.CanFam31.bam
1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326382.merge.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326382.merge.CanFam31.bam
1E-09,0.751289201,0.248710793,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326381.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326381.CanFam31.bam
1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326251.merge.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326251.merge.CanFam31.bam
1E-09,0.74132854,0.258671454,1E-09,1E-09,1E-09,1E-09,1E-09,Tajikistan_SRR20326250.merge.CanFam31.bam,F_CentralAsia_Tajikistan_SRR20326250.merge.CanFam31.bam
0.147414154,0.091665703,1E-09,1E-09,0.296880043,0.01294026,0.451099837,1E-09,750114-25D.CanFam31.realigned.bam,F_CentralAsia_750114-25D.CanFam31.realigned.bam
0.159023887,0.101404592,1E-09,1E-09,0.269950853,0.01209701,0.457523655,1E-09,750119-30D.CanFam31.realigned.bam,F_CentralAsia_750119-30D.CanFam31.realigned.bam
0.126823127,0.026414694,1E-09,1E-09,0.133454074,0.008542739,0.686893882,0.017871483,750125-33D.CanFam31.realigned.bam,F_CentralAsia_750125-33D.CanFam31.realigned.bam
0.138017187,0.123645676,1E-09,1E-09,0.298569581,0.022673791,0.417093762,1E-09,750117-28D.CanFam31.realigned.bam,F_CentralAsia_750117-28D.CanFam31.realigned.bam
0.055722952,0.049200684,1E-09,1E-09,0.284919123,3.70123E-05,0.610120226,1E-09,750282-35D.CanFam31.realigned.bam,F_CentralAsia_750282-35D.CanFam31.realigned.bam
0.061389793,0.060574723,1E-09,1E-09,0.253488059,0.011155564,0.61337051,2.13496E-05,750016-17D.CanFam31.realigned.bam,F_CentralAsia_750016-17D.CanFam31.realigned.bam
0.059758067,0.345120654,1E-09,1E-09,0.487518124,1E-09,0.107603151,1E-09,China_SRR20326486.merge.CanFam31.bam,F_CentralAsia_China_SRR20326486.merge.CanFam31.bam
0.054479554,0.352809843,1E-09,1E-09,0.46930044,0.002131525,0.121278635,1E-09,China_SRR20326485.merge.CanFam31.bam,F_CentralAsia_China_SRR20326485.merge.CanFam31.bam
0.058511625,0.331189572,1E-09,1E-09,0.476721133,1E-09,0.133577666,1E-09,China_SRR20326484.merge.CanFam31.bam,F_CentralAsia_China_SRR20326484.merge.CanFam31.bam
0.084274992,0.258905578,1E-09,1E-09,0.45648557,1E-09,0.176123325,0.024210531,China_SRR20326483.merge.CanFam31.bam,F_CentralAsia_China_SRR20326483.merge.CanFam31.bam
1E-09,1E-09,1E-09,1E-09,0.182475615,1E-09,0.817524379,1E-09,MW486.CanFam31.realigned.bam,F_CentralAsia_MW486.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,China_SRR20326491.merge.CanFam31.bam,G_EastAsia_China_SRR20326491.merge.CanFam31.bam
1E-09,1E-09,0.020615975,1E-09,0.979384019,1E-09,1E-09,1E-09,MW574.CanFam31.realigned.bam,G_EastAsia_MW574.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,Wang_GW4.CanFam31.realigned.bam,G_EastAsia_Wang_GW4.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,InnerMongoliaWolf.CanFam31.realigned.bam,G_EastAsia_InnerMongoliaWolf.CanFam31.realigned.bam
0.019090848,0.05264315,0.007321296,1E-09,0.827857083,1E-09,0.090417876,0.002669745,MW588.CanFam31.realigned.bam,G_EastAsia_MW588.CanFam31.realigned.bam
0.042880599,0.071926872,0.010005748,1E-09,0.728978824,0.013124235,0.127990118,0.005093604,MW561.CanFam31.realigned.bam,G_EastAsia_MW561.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.9547459,1E-09,0.045254094,1E-09,MW524.CanFam31.realigned.bam,G_EastAsia_MW524.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.899072753,1E-09,0.100927241,1E-09,MW538.CanFam31.realigned.bam,G_EastAsia_MW538.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,1E-09,MW336.CanFam31.realigned.bam,H_Europe_MW336.CanFam31.realigned.bam
1E-09,1E-09,0.02970439,1E-09,0.970295604,1E-09,1E-09,1E-09,Chinese_CAN7.CanFam31.realigned.bam,G_EastAsia_Chinese_CAN7.CanFam31.realigned.bam
1E-09,1E-09,0.007089721,1E-09,0.992910273,1E-09,1E-09,1E-09,Chinese_CAN6.CanFam31.realigned.bam,G_EastAsia_Chinese_CAN6.CanFam31.realigned.bam
1E-09,1E-09,1E-09,1E-09,0.959874807,1E-09,0.033773009,0.006352178,Wang_GW2.CanFam31.realigned.bam,G_EastAsia_Wang_GW2.CanFam31.realigned.bam
1E-09,1E-09,0.030426541,1E-09,0.94678264,1E-09,1E-09,0.022790814,LiaoNingWolf.CanFam31.realigned.bam,G_EastAsia_LiaoNingWolf.CanFam31.realigned.bam
1E-09,1E-09,0.042975426,1E-09,0.942679078,1E-09,1E-09,0.014345491,Shanxi2Wolf.CanFam31.realigned.bam,G_EastAsia_Shanxi2Wolf.CanFam31.realigned.bam
1E-09,1E-09,0.052239459,1E-09,0.947760535,1E-09,1E-09,1E-09,Shanxi1Wolf.CanFam31.realigned.bam,G_EastAsia_Shanxi1Wolf.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.077790647,0.753681801,1E-09,0.113098026,0.055429521,Ellesmere1.CanFam31.realigned.bam,I_NorthAmerica_Ellesmere1.CanFam31.realigned.bam
1.26959E-08,1E-09,1E-09,0.077748193,0.7063484,1E-09,0.150600896,0.065302495,AlaskanWolf.CanFam31.realigned.bam,I_NorthAmerica_AlaskanWolf.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.142134597,0.649390362,1E-09,0.091839814,0.116635222,MexicanWolf.CanFam31.realigned.bam,I_NorthAmerica_MexicanWolf.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,BerlinZoo.CanFam31.realigned.bam,A_A_Dhole_BerlinZoo.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,Ethiopian_wolf_B3.CanFam31.realigned.bam,A_B_Ethiopianwolf_Ethiopian_wolf_B3.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,Syrian_jackal.CanFam31.realigned.bam,A_C_GoldenJackal_Syrian_jackal.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,KenyaJackal.CanFam31.realigned.bam,A_D_Africanwolf_KenyaJackal.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,ERR4372262_Morocco_Africanwolf.CanFam31.bam,A_D_Africanwolf_ERR4372262_Morocco_Africanwolf.CanFam31.bam
1E-09,1E-09,1E-09,0.968528928,1E-09,0.00097754,1E-09,0.030493526,CRR010907_Algeria_Africanwolf.CanFam31.bam,A_D_Africanwolf_CRR010907_Algeria_Africanwolf.CanFam31.bam
1E-09,1E-09,1E-09,0.999999993,1E-09,1E-09,1E-09,1E-09,Africanwolf_SRR8049196.CanFam31.bam,A_D_Africanwolf_Africanwolf_SRR8049196.CanFam31.bam
1E-09,1E-09,1E-09,0.814531654,0.18546834,1E-09,1E-09,1E-09,CaliforniaCoyote.CanFam31.realigned.bam,A_E_Coyote_CaliforniaCoyote.CanFam31.realigned.bam
1E-09,1E-09,1E-09,0.719700499,0.189748202,1E-09,1E-09,0.090551294,SRR1518489_Coyote_Illinois.CanFam31.bam,A_E_Coyote_SRR1518489_Coyote_Illinois.CanFam31.bam
1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,Beagle_SRR7107976.CanFam31.bam,Z_Dog_Beagle_SRR7107976.CanFam31.bam
1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,Dauchound_SRR7107971.CanFam31.bam,Z_Dog_Dauchound_SRR7107971.CanFam31.bam
1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,SRR7107875_Airdale.CanFam31.bam,Z_Dog_SRR7107875_Airdale.CanFam31.bam
1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,1E-09,0.999999993,SharPei02.CanFam31.realigned.bam,Z_Dog_SharPei02.CanFam31.realigned.bam
1E-09,1E-09,0.614629893,1E-09,0.32248227,1E-09,1E-09,0.062887833,China_Sichuan_again_SRR20326479.CanFam31.bam,E_Tibetan_Sichuan
