Time,Ne,,,,Sample,Population,PopulationQin,LineThickness
25443.24684,6.04927221,9910.192344,0.012798,0.009221,Iran10.,SWAsia,SWAsia,no
33233.64924,6.04927221,10604.58328,0.013695,0.010831,Iran10.,SWAsia,SWAsia,no
41696.15208,9.964845,6903.087996,0.008915,0.007528,Iran10.,SWAsia,SWAsia,no
50889.08616,9.964845,7419.085131,0.009581,0.0086,Iran10.,SWAsia,SWAsia,no
60875.31912,11.36243477,6991.735513,0.009029,0.008644,Iran10.,SWAsia,SWAsia,no
71723.55168,11.36243477,7511.804719,0.009701,0.009708,Iran10.,SWAsia,SWAsia,no
83508.31764,11.04593862,8292.378328,0.010709,0.011041,Iran10.,SWAsia,SWAsia,no
96310.632,11.04593862,8888.095822,0.011478,0.012129,Iran10.,SWAsia,SWAsia,no
110217.3428,9.55728063,10984.47774,0.014185,0.01528,Iran10.,SWAsia,SWAsia,no
125324.3719,9.55728063,11715.57647,0.01513,0.016595,Iran10.,SWAsia,SWAsia,no
141735.4184,8.84661705,13466.31585,0.017391,0.019129,Iran10.,SWAsia,SWAsia,no
159562.6072,8.84661705,14289.81683,0.018454,0.020227,Iran10.,SWAsia,SWAsia,no
178929.0809,9.00412494,14871.82118,0.019206,0.020903,Iran10.,SWAsia,SWAsia,no
199967.0561,9.00412494,15722.57443,0.020304,0.021945,Iran10.,SWAsia,SWAsia,no
222820.4154,9.424143525,15855.00368,0.020475,0.022012,Iran10.,SWAsia,SWAsia,no
247646.652,9.424143525,16704.53446,0.021572,0.023047,Iran10.,SWAsia,SWAsia,no
274615.5733,9.89176947,16737.25203,0.021615,0.022987,Iran10.,SWAsia,SWAsia,no
303911.8936,9.89176947,17567.74389,0.022687,0.02398,Iran10.,SWAsia,SWAsia,no
335737.178,10.08964493,18031.2691,0.023286,0.024526,Iran10.,SWAsia,SWAsia,no
370309.8432,10.08964493,18824.51289,0.02431,0.025511,Iran10.,SWAsia,SWAsia,no
407865.8047,9.83417517,20082.24752,0.025934,0.027174,Iran10.,SWAsia,SWAsia,no
448663.6625,9.83417517,20790.35785,0.026849,0.028125,Iran10.,SWAsia,SWAsia,no
492982.7562,9.31828638,22586.39392,0.029168,0.03056,Iran10.,SWAsia,SWAsia,no
541127.0542,9.31828638,23106.71458,0.02984,0.031303,Iran10.,SWAsia,SWAsia,no
593427.0976,8.86202463,24684.12043,0.031877,0.033451,Iran10.,SWAsia,SWAsia,no
650241.2968,8.86202463,24888.68251,0.032141,0.033751,Iran10.,SWAsia,SWAsia,no
711958.5238,8.58635268,25699.5843,0.033189,0.034843,Iran10.,SWAsia,SWAsia,no
779003.2972,8.58635268,25493.74871,0.032923,0.034567,Iran10.,SWAsia,SWAsia,no
851834.4859,8.464469295,25434.58423,0.032846,0.034468,Iran10.,SWAsia,SWAsia,no
930952.4387,8.464469295,24782.72153,0.032005,0.033584,Iran10.,SWAsia,SWAsia,no
1016898.984,8.48543745,23866.56477,0.030821,0.032321,Iran10.,SWAsia,SWAsia,no
1110263.262,8.48543745,22811.43581,0.029459,0.030881,Iran10.,SWAsia,SWAsia,no
1211686.265,8.681633685,21110.49354,0.027262,0.028551,Iran10.,SWAsia,SWAsia,no
1321863.424,8.681633685,19786.20666,0.025552,0.026729,Iran10.,SWAsia,SWAsia,no
1441550.448,9.07080765,17587.14136,0.022712,0.023727,Iran10.,SWAsia,SWAsia,no
1571567.857,9.07080765,16174.25307,0.020888,0.021776,Iran10.,SWAsia,SWAsia,no
1712806.816,9.615162165,13905.73611,0.017958,0.018694,Iran10.,SWAsia,SWAsia,no
1866236.911,9.615162165,12552.27333,0.01621,0.016832,Iran10.,SWAsia,SWAsia,no
2032909.395,10.22775341,10548.16625,0.013622,0.014126,Iran10.,SWAsia,SWAsia,no
2213968.198,10.22775341,9332.943794,0.012053,0.012469,Iran10.,SWAsia,SWAsia,no
2410653.823,10.81386011,7720.750301,0.009971,0.010306,Iran10.,SWAsia,SWAsia,no
2624316.303,10.81386011,6672.218383,0.008617,0.008891,Iran10.,SWAsia,SWAsia,no
2856420.389,11.3101359,5435.499898,0.007019,0.007242,Iran10.,SWAsia,SWAsia,no
3108557.864,11.3101359,4562.612117,0.005892,0.006075,Iran10.,SWAsia,SWAsia,no
3382457.913,11.68891785,3640.996157,0.004702,0.004852,Iran10.,SWAsia,SWAsia,no
3679998.787,11.68891785,2947.159932,0.003806,0.00393,Iran10.,SWAsia,SWAsia,no
4003220.768,11.94495471,2283.764628,0.002949,0.003052,Iran10.,SWAsia,SWAsia,no
4354341.074,11.94495471,1766.559172,0.002281,0.002366,Iran10.,SWAsia,SWAsia,no
4735766.823,12.08412375,1314.526056,0.001698,0.001767,Iran10.,SWAsia,SWAsia,no
5150114.476,12.08412375,961.030242,0.001241,0.001297,Iran10.,SWAsia,SWAsia,no
5600225.391,12.02074793,681.802731,0.00088,0.000925,Iran10.,SWAsia,SWAsia,no
6089185.914,12.02074793,462.98817,0.000598,0.000632,Iran10.,SWAsia,SWAsia,no
6620350.068,12.02074793,301.908269,0.00039,0.000415,Iran10.,SWAsia,SWAsia,no
7197359.638,12.02074793,188.389593,0.000243,0.000261,Iran10.,SWAsia,SWAsia,no
0,1.60423252,27866.58132,0.036371,0.024809,Iran11.,SWAsia,SWAsia,no
5327.27426,1.679714438,27842.61069,0.036339,0.02328,Iran11.,SWAsia,SWAsia,no
11118.6416,2.36257219,20785.85758,0.027129,0.016878,Iran11.,SWAsia,SWAsia,no
17413.28666,3.163345653,16420.82298,0.021432,0.01522,Iran11.,SWAsia,SWAsia,no
24255.90442,5.84507924,9475.000321,0.012367,0.009681,Iran11.,SWAsia,SWAsia,no
31694.25116,5.84507924,10147.18871,0.013244,0.010978,Iran11.,SWAsia,SWAsia,no
39779.75672,9.319501675,6828.525742,0.008912,0.0076,Iran11.,SWAsia,SWAsia,no
48568.13676,9.319501675,7341.845131,0.009582,0.008675,Iran11.,SWAsia,SWAsia,no
58121.8418,9.799993583,7501.898632,0.009791,0.009474,Iran11.,SWAsia,SWAsia,no
68506.38366,9.799993583,8055.027111,0.010513,0.010739,Iran11.,SWAsia,SWAsia,no
79795.23354,9.661831548,8762.347441,0.011436,0.012073,Iran11.,SWAsia,SWAsia,no
92066.14846,9.661831548,9385.438257,0.01225,0.013131,Iran11.,SWAsia,SWAsia,no
105404.2326,9.445842918,10267.52935,0.013401,0.014495,Iran11.,SWAsia,SWAsia,no
119903.1616,9.445842918,10963.79828,0.01431,0.015577,Iran11.,SWAsia,SWAsia,no
135663.9585,9.206762345,11989.4887,0.015648,0.017025,Iran11.,SWAsia,SWAsia,no
152796.2179,9.206762345,12754.04049,0.016646,0.018067,Iran11.,SWAsia,SWAsia,no
171418.718,9.074924678,13736.10092,0.017928,0.019391,Iran11.,SWAsia,SWAsia,no
191661.8704,9.074924678,14549.27842,0.018989,0.020522,Iran11.,SWAsia,SWAsia,no
213666.4948,9.306922515,14998.1695,0.019575,0.021114,Iran11.,SWAsia,SWAsia,no
237585.6562,9.306922515,15823.78464,0.020653,0.022186,Iran11.,SWAsia,SWAsia,no
263586.5016,9.83256164,15775.84727,0.02059,0.022034,Iran11.,SWAsia,SWAsia,no
291849.6478,9.83256164,16586.18781,0.021648,0.02301,Iran11.,SWAsia,SWAsia,no
322571.63,10.08180016,16965.82512,0.022143,0.023449,Iran11.,SWAsia,SWAsia,no
355967.3517,10.08180016,17747.26597,0.023163,0.02444,Iran11.,SWAsia,SWAsia,no
392268.2471,9.80167034,19019.56695,0.024824,0.026165,Iran11.,SWAsia,SWAsia,no
431728.4041,9.80167034,19731.16673,0.025753,0.027148,Iran11.,SWAsia,SWAsia,no
474622.1152,9.288714738,21480.4016,0.028036,0.029565,Iran11.,SWAsia,SWAsia,no
521248.1633,9.288714738,22027.22124,0.028749,0.030352,Iran11.,SWAsia,SWAsia,no
571931.0461,8.84640559,23558.04953,0.030747,0.03247,Iran11.,SWAsia,SWAsia,no
627024.0376,8.84640559,23819.57168,0.031089,0.032851,Iran11.,SWAsia,SWAsia,no
686911.025,8.560125338,24699.11419,0.032237,0.034059,Iran11.,SWAsia,SWAsia,no
752008.345,8.560125338,24575.46924,0.032075,0.033897,Iran11.,SWAsia,SWAsia,no
822770.9068,8.418303658,24652.95032,0.032176,0.033991,Iran11.,SWAsia,SWAsia,no
899690.3551,8.418303658,24095.55194,0.031449,0.033227,Iran11.,SWAsia,SWAsia,no
983302.4175,8.416668645,23338.2468,0.03046,0.032167,Iran11.,SWAsia,SWAsia,no
1074190.578,8.416668645,22374.05342,0.029202,0.030836,Iran11.,SWAsia,SWAsia,no
1172986.688,8.574826535,20852.47713,0.027216,0.028718,Iran11.,SWAsia,SWAsia,no
1280379.541,8.574826535,19594.77193,0.025575,0.026967,Iran11.,SWAsia,SWAsia,no
1397116.706,8.914220343,17543.50433,0.022897,0.024117,Iran11.,SWAsia,SWAsia,no
1524011.877,8.914220343,16162.65682,0.021095,0.022182,Iran11.,SWAsia,SWAsia,no
1661948.545,9.425471358,13951.61147,0.018209,0.01912,Iran11.,SWAsia,SWAsia,no
1811887.957,9.425471358,12608.62097,0.016456,0.017238,Iran11.,SWAsia,SWAsia,no
1974873.406,10.05303786,10581.30676,0.01381,0.014446,Iran11.,SWAsia,SWAsia,no
2152041.246,10.05303786,9376.733819,0.012238,0.012769,Iran11.,SWAsia,SWAsia,no
2344624.567,10.71535011,7712.490245,0.010066,0.010492,Iran11.,SWAsia,SWAsia,no
2553965.445,10.71535011,6686.636937,0.008727,0.009077,Iran11.,SWAsia,SWAsia,no
2781522.283,11.35418081,5402.545132,0.007051,0.007332,Iran11.,SWAsia,SWAsia,no
3028878.996,11.35418081,4565.027256,0.005958,0.006187,Iran11.,SWAsia,SWAsia,no
3297759.098,11.94288967,3612.45936,0.004715,0.0049,Iran11.,SWAsia,SWAsia,no
3590034.879,11.94288967,2960.00732,0.003863,0.004016,Iran11.,SWAsia,SWAsia,no
3907743.327,12.43179319,2287.368778,0.002985,0.003111,Iran11.,SWAsia,SWAsia,no
4253095.928,12.43179319,1804.528217,0.002355,0.00246,Iran11.,SWAsia,SWAsia,no
4628498.861,12.70255126,1360.007151,0.001775,0.001863,Iran11.,SWAsia,SWAsia,no
5036567.089,12.70255126,1020.627832,0.001332,0.001405,Iran11.,SWAsia,SWAsia,no
5480142.725,12.46464651,752.900639,0.000983,0.001043,Iran11.,SWAsia,SWAsia,no
5962315.23,12.46464651,523.752933,0.000684,0.000731,Iran11.,SWAsia,SWAsia,no
6486443.464,12.46464651,350.466752,0.000457,0.000493,Iran11.,SWAsia,SWAsia,no
7056177.109,12.46464651,224.818628,0.000293,0.000318,Iran11.,SWAsia,SWAsia,no
0,1.018439835,45841.6978,0.056552,0.070831,Kry179.,CentralAsia,CentralAsia,no
5320.177084,3.767747892,12972.21626,0.016003,0.010133,Kry179.,CentralAsia,CentralAsia,no
11107.71611,6.105699569,8583.560539,0.010589,0.006334,Kry179.,CentralAsia,CentralAsia,no
17403.78366,5.537051571,10166.65808,0.012542,0.008119,Kry179.,CentralAsia,CentralAsia,no
24252.5733,7.205365004,8391.732147,0.010352,0.007207,Kry179.,CentralAsia,CentralAsia,no
31704.33249,7.205365004,9019.59372,0.011127,0.008351,Kry179.,CentralAsia,CentralAsia,no
39809.91408,10.09278479,6927.374887,0.008546,0.007022,Kry179.,CentralAsia,CentralAsia,no
48628.64639,10.09278479,7460.114322,0.009203,0.008166,Kry179.,CentralAsia,CentralAsia,no
58221.67394,11.58684189,6996.964443,0.008632,0.008033,Kry179.,CentralAsia,CentralAsia,no
68658.0113,11.58684189,7532.956919,0.009293,0.008905,Kry179.,CentralAsia,CentralAsia,no
80011.5162,10.94029107,8578.373507,0.010583,0.01057,Kry179.,CentralAsia,CentralAsia,no
92362.70565,10.94029107,9210.988787,0.011363,0.011563,Kry179.,CentralAsia,CentralAsia,no
105798.756,10.07609526,10719.21722,0.013224,0.01342,Kry179.,CentralAsia,CentralAsia,no
120415.9243,10.07609526,11466.53755,0.014145,0.014441,Kry179.,CentralAsia,CentralAsia,no
136317.7327,9.158645666,13461.6168,0.016607,0.017072,Kry179.,CentralAsia,CentralAsia,no
153616.7837,9.158645666,14326.47714,0.017674,0.018261,Kry179.,CentralAsia,CentralAsia,no
172435.9717,9.079573331,15348.34228,0.018934,0.019516,Kry179.,CentralAsia,CentralAsia,no
192909.0883,9.079573331,16264.98321,0.020065,0.020607,Kry179.,CentralAsia,CentralAsia,no
215181.4273,9.427239815,16571.72199,0.020443,0.02093,Kry179.,CentralAsia,CentralAsia,no
239410.9958,9.427239815,17497.55719,0.021586,0.02202,Kry179.,CentralAsia,CentralAsia,no
265769.1193,9.846562592,17654.90408,0.02178,0.022179,Kry179.,CentralAsia,CentralAsia,no
294444.0747,9.846562592,18567.89583,0.022906,0.02324,Kry179.,CentralAsia,CentralAsia,no
325639.2733,10.11009347,18972.2758,0.023405,0.023699,Kry179.,CentralAsia,CentralAsia,no
359575.0774,10.11009347,19851.14978,0.024489,0.024718,Kry179.,CentralAsia,CentralAsia,no
396493.0381,9.96608606,20992.09825,0.025896,0.026113,Kry179.,CentralAsia,CentralAsia,no
436655.2898,9.96608606,21793.32595,0.026885,0.027099,Kry179.,CentralAsia,CentralAsia,no
480347.5771,9.512648118,23576.19301,0.029084,0.029326,Kry179.,CentralAsia,CentralAsia,no
527878.6494,9.512648118,24201.62732,0.029856,0.030141,Kry179.,CentralAsia,CentralAsia,no
579586.9204,9.038840141,25967.66616,0.032034,0.032358,Kry179.,CentralAsia,CentralAsia,no
635838.6517,9.038840141,26277.48665,0.032417,0.032782,Kry179.,CentralAsia,CentralAsia,no
697034.0067,8.719771507,27347.98455,0.033737,0.034119,Kry179.,CentralAsia,CentralAsia,no
763607.051,8.719771507,27222.26483,0.033582,0.033979,Kry179.,CentralAsia,CentralAsia,no
836029.9897,8.582499073,27294.45663,0.033671,0.034057,Kry179.,CentralAsia,CentralAsia,no
914817.405,8.582499073,26684.15274,0.032918,0.033301,Kry179.,CentralAsia,CentralAsia,no
1000528.679,8.622454886,25731.24505,0.031743,0.032093,Kry179.,CentralAsia,CentralAsia,no
1093771.623,8.622454886,24682.46337,0.030449,0.030778,Kry179.,CentralAsia,CentralAsia,no
1195207.93,8.853184573,22848.12092,0.028186,0.028465,Kry179.,CentralAsia,CentralAsia,no
1305559.228,8.853184573,21501.57269,0.026525,0.026762,Kry179.,CentralAsia,CentralAsia,no
1425607.074,9.280652613,19129.89231,0.023599,0.02378,Kry179.,CentralAsia,CentralAsia,no
1556204.466,9.280652613,17671.70756,0.0218,0.021928,Kry179.,CentralAsia,CentralAsia,no
1698278.258,9.876371225,15205.20582,0.018758,0.018839,Kry179.,CentralAsia,CentralAsia,no
1852837.03,9.876371225,13794.21047,0.017017,0.01705,Kry179.,CentralAsia,CentralAsia,no
2020977.752,10.57155285,11583.42184,0.01429,0.014297,Kry179.,CentralAsia,CentralAsia,no
2203894.254,10.57155285,10311.74212,0.012721,0.012697,Kry179.,CentralAsia,CentralAsia,no
2402885.102,11.28280485,8510.727462,0.010499,0.010469,Kry179.,CentralAsia,CentralAsia,no
2619362.066,11.28280485,7415.112938,0.009148,0.009104,Kry179.,CentralAsia,CentralAsia,no
2854862.841,11.94536414,6025.524142,0.007433,0.007397,Kry179.,CentralAsia,CentralAsia,no
3111058.305,11.94536414,5115.895088,0.006311,0.006273,Kry179.,CentralAsia,CentralAsia,no
3389767.054,12.5513744,4071.756614,0.005023,0.004997,Kry179.,CentralAsia,CentralAsia,no
3692968.111,12.5513744,3351.545535,0.004135,0.004113,Kry179.,CentralAsia,CentralAsia,no
4022813.642,13.14912933,2587.612141,0.003192,0.003183,Kry179.,CentralAsia,CentralAsia,no
4381644.693,13.14912933,2054.952143,0.002535,0.002533,Kry179.,CentralAsia,CentralAsia,no
4772008.752,13.69406388,1534.758305,0.001893,0.0019,Kry179.,CentralAsia,CentralAsia,no
5196676.087,13.69406388,1168.000097,0.001441,0.001453,Kry179.,CentralAsia,CentralAsia,no
5658662.152,13.81957935,855.078213,0.001055,0.001072,Kry179.,CentralAsia,CentralAsia,no
6161245.744,13.81957935,611.825437,0.000755,0.000773,Kry179.,CentralAsia,CentralAsia,no
6707995.04,13.81957935,421.939053,0.000521,0.000538,Kry179.,CentralAsia,CentralAsia,no
7302789.991,13.81957935,279.554433,0.000345,0.00036,Kry179.,CentralAsia,CentralAsia,no
0,2305873.112,0.001278,0,0,Mexican,NorthAmerica,NorthAmerica,no
1289.861408,0.263956041,11856.45502,0.0587,0.059209,Mexican,NorthAmerica,NorthAmerica,no
2701.788281,0.020662639,108326.5946,0.536314,0.561415,Mexican,NorthAmerica,NorthAmerica,no
4247.496724,0.114036961,12546.28358,0.062115,0.061535,Mexican,NorthAmerica,NorthAmerica,no
5939.520244,0.394311641,3551.071609,0.017581,0.015514,Mexican,NorthAmerica,NorthAmerica,no
7791.754686,0.394311641,3676.164238,0.0182,0.014608,Mexican,NorthAmerica,NorthAmerica,no
9819.322001,0.660534116,2288.913752,0.011332,0.008529,Mexican,NorthAmerica,NorthAmerica,no
12038.84271,0.660534116,2407.546087,0.01192,0.008914,Mexican,NorthAmerica,NorthAmerica,no
14468.4359,1.087538767,1545.989755,0.007654,0.005806,Mexican,NorthAmerica,NorthAmerica,no
17128.12794,1.087538767,1643.92049,0.008139,0.005826,Mexican,NorthAmerica,NorthAmerica,no
20039.71624,2.031542864,940.428813,0.004656,0.003175,Mexican,NorthAmerica,NorthAmerica,no
23226.90547,2.031542864,1010.497872,0.005003,0.00334,Mexican,NorthAmerica,NorthAmerica,no
26715.85252,3.081878973,717.078963,0.00355,0.002357,Mexican,NorthAmerica,NorthAmerica,no
30535.16648,3.081878973,773.545063,0.00383,0.002552,Mexican,NorthAmerica,NorthAmerica,no
34716.04489,4.027804276,638.862023,0.003163,0.002161,Mexican,NorthAmerica,NorthAmerica,no
39292.81865,4.027804276,690.025515,0.003416,0.002485,Mexican,NorthAmerica,NorthAmerica,no
44302.95207,5.448823205,551.329619,0.00273,0.002103,Mexican,NorthAmerica,NorthAmerica,no
49787.31526,5.448823205,596.415094,0.002953,0.002335,Mexican,NorthAmerica,NorthAmerica,no
55791.00161,8.473076838,415.451531,0.002057,0.001664,Mexican,NorthAmerica,NorthAmerica,no
62363.19152,8.473076838,450.672722,0.002231,0.001864,Mexican,NorthAmerica,NorthAmerica,no
69557.56109,11.20888176,369.714441,0.00183,0.001615,Mexican,NorthAmerica,NorthAmerica,no
77433.09955,11.20888176,401.418335,0.001987,0.001844,Mexican,NorthAmerica,NorthAmerica,no
86054.24547,12.43716705,392.678384,0.001944,0.001852,Mexican,NorthAmerica,NorthAmerica,no
95491.56796,12.43716705,426.081098,0.002109,0.002065,Mexican,NorthAmerica,NorthAmerica,no
105822.584,11.34669307,506.082905,0.002506,0.00251,Mexican,NorthAmerica,NorthAmerica,no
117131.6224,11.34669307,547.60251,0.002711,0.00278,Mexican,NorthAmerica,NorthAmerica,no
129511.4582,10.36372147,647.599386,0.003206,0.003331,Mexican,NorthAmerica,NorthAmerica,no
143063.3133,10.36372147,698.175571,0.003457,0.003623,Mexican,NorthAmerica,NorthAmerica,no
157898.3543,10.67167173,730.112528,0.003615,0.003794,Mexican,NorthAmerica,NorthAmerica,no
174137.9655,10.67167173,785.176205,0.003887,0.004051,Mexican,NorthAmerica,NorthAmerica,no
191915.1112,11.6688844,771.615555,0.00382,0.003942,Mexican,NorthAmerica,NorthAmerica,no
211375.289,11.6688844,828.42779,0.004101,0.004188,Mexican,NorthAmerica,NorthAmerica,no
232678.0285,12.16788087,851.776822,0.004217,0.004286,Mexican,NorthAmerica,NorthAmerica,no
255997.7092,12.16788087,911.864992,0.004515,0.004576,Mexican,NorthAmerica,NorthAmerica,no
281525.3307,12.0906038,980.278545,0.004853,0.004914,Mexican,NorthAmerica,NorthAmerica,no
309469.8757,12.0906038,1044.619824,0.005172,0.005229,Mexican,NorthAmerica,NorthAmerica,no
340060.0806,11.83617019,1133.840672,0.005614,0.005668,Mexican,NorthAmerica,NorthAmerica,no
373546.6157,11.83617019,1200.984215,0.005946,0.005983,Mexican,NorthAmerica,NorthAmerica,no
410203.7194,11.30271742,1326.797507,0.006569,0.006595,Mexican,NorthAmerica,NorthAmerica,no
450331.3787,11.30271742,1393.565038,0.006899,0.006913,Mexican,NorthAmerica,NorthAmerica,no
494258.3255,10.32368112,1592.612453,0.007885,0.007898,Mexican,NorthAmerica,NorthAmerica,no
542344.2171,10.32368112,1651.150479,0.008175,0.008196,Mexican,NorthAmerica,NorthAmerica,no
594982.9054,9.32951203,1878.245264,0.009299,0.009328,Mexican,NorthAmerica,NorthAmerica,no
652605.4339,9.32951203,1912.829601,0.00947,0.00951,Mexican,NorthAmerica,NorthAmerica,no
715683.5803,8.674753917,2074.315541,0.01027,0.010311,Mexican,NorthAmerica,NorthAmerica,no
784733.8068,8.674753917,2068.699958,0.010242,0.010281,Mexican,NorthAmerica,NorthAmerica,no
860321.8923,8.366927504,2116.078441,0.010476,0.010507,Mexican,NorthAmerica,NorthAmerica,no
943066.4743,8.366927504,2063.11237,0.010214,0.010232,Mexican,NorthAmerica,NorthAmerica,no
1033645.316,8.308004847,2002.725687,0.009915,0.009919,Mexican,NorthAmerica,NorthAmerica,no
1132800.074,8.308004847,1906.386964,0.009438,0.009426,Mexican,NorthAmerica,NorthAmerica,no
1241342.702,8.453816788,1762.36047,0.008725,0.008696,Mexican,NorthAmerica,NorthAmerica,no
1360162.124,8.453816788,1636.547206,0.008102,0.008057,Mexican,NorthAmerica,NorthAmerica,no
1490231.324,8.802861659,1442.212768,0.00714,0.007082,Mexican,NorthAmerica,NorthAmerica,no
1632615.375,8.802861659,1306.615763,0.006469,0.006399,Mexican,NorthAmerica,NorthAmerica,no
1788480.304,9.617329107,1073.925846,0.005317,0.005242,Mexican,NorthAmerica,NorthAmerica,no
1959102.348,9.617329107,955.588831,0.004731,0.004654,Mexican,NorthAmerica,NorthAmerica,no
2145878.858,9.617329107,833.788219,0.004128,0.004053,Mexican,NorthAmerica,NorthAmerica,no
2350339.193,9.617329107,712.07234,0.003525,0.003454,Mexican,NorthAmerica,NorthAmerica,no
0,1.144631007,14516.75191,0.026747,0.024862,Port,Europe,Europe,no
2766.899246,0.121525599,128572.4955,0.236894,0.312275,Port,Europe,Europe,no
5795.46109,2.357654425,6226.190875,0.011472,0.009003,Port,Europe,Europe,no
9110.82853,1.333725092,11769.91831,0.021686,0.015657,Port,Europe,Europe,no
12739.60637,1.420888371,11721.38456,0.021597,0.014933,Port,Europe,Europe,no
16712.20009,1.420888371,12412.17454,0.022869,0.014915,Port,Europe,Europe,no
21060.47698,2.644177627,7102.802786,0.013087,0.008401,Port,Europe,Europe,no
25820.39737,2.644177627,7611.173202,0.014024,0.009164,Port,Europe,Europe,no
31030.84521,4.741103015,4564.110551,0.008409,0.005763,Port,Europe,Europe,no
36734.21276,4.741103015,4925.77502,0.009076,0.006492,Port,Europe,Europe,no
42977.57005,6.912055395,3650.881236,0.006727,0.005075,Port,Europe,Europe,no
49811.49544,6.912055395,3950.357117,0.007278,0.005842,Port,Europe,Europe,no
57292.4145,8.481848257,3483.817926,0.006419,0.005435,Port,Europe,Europe,no
65481.13818,8.481848257,3770.768674,0.006948,0.006098,Port,Europe,Europe,no
74444.90941,9.068160517,3815.017477,0.007029,0.006391,Port,Europe,Europe,no
84256.81829,9.068160517,4123.700305,0.007598,0.007142,Port,Europe,Europe,no
94997.26393,9.014542276,4478.326181,0.008251,0.007907,Port,Europe,Europe,no
106754.5392,9.014542276,4828.144908,0.008896,0.008637,Port,Europe,Europe,no
119624.246,8.812620877,5315.820575,0.009794,0.00959,Port,Europe,Europe,no
133711.634,8.812620877,5711.373228,0.010523,0.010336,Port,Europe,Europe,no
149132.478,8.850989863,6099.270485,0.011238,0.010992,Port,Europe,Europe,no
166012.7853,8.850989863,6529.584185,0.012031,0.0117,Port,Europe,Europe,no
184490.5501,8.879990026,6953.069275,0.012811,0.012386,Port,Europe,Europe,no
204716.9228,8.879990026,7411.524333,0.013656,0.013158,Port,Europe,Europe,no
226857.3792,8.93486741,7832.7093,0.014432,0.013875,Port,Europe,Europe,no
251093.183,8.93486741,8306.966281,0.015306,0.014689,Port,Europe,Europe,no
277622.8468,9.282656737,8460.330999,0.015588,0.01493,Port,Europe,Europe,no
306662.7174,9.282656737,8929.426718,0.016452,0.015679,Port,Europe,Europe,no
338451.0685,9.654306663,9037.876483,0.016652,0.015822,Port,Europe,Europe,no
373247.8086,9.654306663,9486.579545,0.017479,0.016534,Port,Europe,Europe,no
411337.6968,9.614485841,9958.165183,0.018348,0.017332,Port,Europe,Europe,no
453032.0968,9.614485841,10363.76457,0.019095,0.018027,Port,Europe,Europe,no
498672.1934,9.221540115,11177.94752,0.020595,0.019448,Port,Europe,Europe,no
548631.6233,9.221540115,11487.0889,0.021165,0.020014,Port,Europe,Europe,no
603319.3986,8.793248675,12284.20037,0.022634,0.021411,Port,Europe,Europe,no
663182.2461,8.793248675,12420.17543,0.022884,0.021673,Port,Europe,Europe,no
728710.4543,8.509193925,12860.11276,0.023695,0.022434,Port,Europe,Europe,no
800439.9199,8.509193925,12758.0873,0.023507,0.022263,Port,Europe,Europe,no
878957.7027,8.387960687,12710.50468,0.023419,0.022162,Port,Europe,Europe,no
964906.1185,8.387960687,12344.79198,0.022745,0.02152,Port,Europe,Europe,no
1058988.294,8.431917744,11797.10081,0.021736,0.020541,Port,Europe,Europe,no
1161974.307,8.431917744,11197.8355,0.020632,0.019477,Port,Europe,Europe,no
1274706.448,8.680141728,10210.37626,0.018813,0.01773,Port,Europe,Europe,no
1398107.406,8.680141728,9468.767458,0.017446,0.016404,Port,Europe,Europe,no
1533186.41,9.158174311,8233.385872,0.01517,0.014233,Port,Europe,Europe,no
1681048.874,9.158174311,7467.006408,0.013758,0.012862,Port,Europe,Europe,no
1842904.587,9.817513559,6250.141432,0.011516,0.010742,Port,Europe,Europe,no
2020077.647,9.817513559,5545.838605,0.010218,0.009494,Port,Europe,Europe,no
2214017.872,10.54660403,4527.458853,0.008342,0.007737,Port,Europe,Europe,no
2426312.192,10.54660403,3922.518368,0.007227,0.006681,Port,Europe,Europe,no
2658696.938,11.2214716,3148.881612,0.005802,0.005359,Port,Europe,Europe,no
2913073.914,11.2214716,2649.796342,0.004882,0.0045,Port,Europe,Europe,no
3191524.433,11.73416551,2093.371508,0.003857,0.003557,Port,Europe,Europe,no
3496326.568,11.73416551,1695.810471,0.003125,0.002881,Port,Europe,Europe,no
3829974.155,11.9938879,1310.992694,0.002415,0.002232,Port,Europe,Europe,no
4195196.962,11.9938879,1008.53026,0.001858,0.00172,Port,Europe,Europe,no
4594983.205,11.9938879,750.387731,0.001383,0.001284,Port,Europe,Europe,no
5032604.105,11.9938879,538.295757,0.000992,0.000925,Port,Europe,Europe,no
0,0.872700441,49061.57587,0.063045,0.07514,Taj83.,CentralAsia,CentralAsia,no
5097.011979,5.003040951,8941.452683,0.01149,0.006549,Taj83.,CentralAsia,CentralAsia,no
10636.75797,3.691844589,12968.97399,0.016665,0.009967,Taj83.,CentralAsia,CentralAsia,no
16658.52695,4.688056092,10913.19334,0.014024,0.009454,Taj83.,CentralAsia,CentralAsia,no
23203.36712,7.619662941,7203.279676,0.009256,0.007371,Taj83.,CentralAsia,CentralAsia,no
30317.01787,7.619662941,7744.652569,0.009952,0.008217,Taj83.,CentralAsia,CentralAsia,no
38049.32343,10.47195217,6063.324265,0.007791,0.006911,Taj83.,CentralAsia,CentralAsia,no
46453.06005,10.47195217,6529.382643,0.00839,0.007796,Taj83.,CentralAsia,CentralAsia,no
