Time,Ne,,,,Sample,Population,PopulationQin,LineThickness
55588.04079,11.34924387,6485.211332,0.008334,0.008028,Taj83.,CentralAsia,CentralAsia,no
65516.42434,11.34924387,6977.996311,0.008967,0.008875,Taj83.,CentralAsia,CentralAsia,no
76307.99261,11.24307834,7572.047494,0.00973,0.009829,Taj83.,CentralAsia,CentralAsia,no
88037.80515,11.24307834,8131.548408,0.010449,0.010652,Taj83.,CentralAsia,CentralAsia,no
100786.7855,9.971737365,9826.646321,0.012627,0.012963,Taj83.,CentralAsia,CentralAsia,no
114644.0669,9.971737365,10510.08424,0.013506,0.014007,Taj83.,CentralAsia,CentralAsia,no
129705.8194,8.978824377,12453.85943,0.016003,0.016684,Taj83.,CentralAsia,CentralAsia,no
146076.4227,8.978824377,13252.60073,0.01703,0.017783,Taj83.,CentralAsia,CentralAsia,no
163870.2252,8.777941481,14394.7581,0.018497,0.019225,Taj83.,CentralAsia,CentralAsia,no
183210.958,8.777941481,15250.32239,0.019597,0.02027,Taj83.,CentralAsia,CentralAsia,no
204232.3207,8.927434179,15854.77087,0.020374,0.020987,Taj83.,CentralAsia,CentralAsia,no
227080.9143,8.927434179,16727.90585,0.021496,0.022066,Taj83.,CentralAsia,CentralAsia,no
251915.6536,9.308396003,16894.91615,0.02171,0.022223,Taj83.,CentralAsia,CentralAsia,no
278908.9411,9.308396003,17755.46165,0.022816,0.023225,Taj83.,CentralAsia,CentralAsia,no
308248.4258,9.658438413,17943.60363,0.023058,0.023381,Taj83.,CentralAsia,CentralAsia,no
340137.5892,9.658438413,18770.36018,0.02412,0.024342,Taj83.,CentralAsia,CentralAsia,no
374799.2644,9.593967438,19698.53939,0.025313,0.025498,Taj83.,CentralAsia,CentralAsia,no
412473.2901,9.593967438,20457.13947,0.026288,0.026452,Taj83.,CentralAsia,CentralAsia,no
453422.3747,9.185831182,22075.56281,0.028367,0.028544,Taj83.,CentralAsia,CentralAsia,no
497929.7507,9.185831182,22681.57299,0.029146,0.029356,Taj83.,CentralAsia,CentralAsia,no
546306.7979,8.715529579,24399.53899,0.031354,0.031594,Taj83.,CentralAsia,CentralAsia,no
598887.7658,8.715529579,24724.18155,0.031771,0.032052,Taj83.,CentralAsia,CentralAsia,no
656039.7425,8.363194868,25906.35154,0.03329,0.033591,Taj83.,CentralAsia,CentralAsia,no
718159.1362,8.363194868,25827.26849,0.033188,0.033511,Taj83.,CentralAsia,CentralAsia,no
785677.5393,8.168615801,26134.01991,0.033583,0.033902,Taj83.,CentralAsia,CentralAsia,no
859064.6602,8.168615801,25585.78582,0.032878,0.033199,Taj83.,CentralAsia,CentralAsia,no
938830.6693,8.124455682,24949.44534,0.03206,0.032358,Taj83.,CentralAsia,CentralAsia,no
1025530.304,8.124455682,23951.00865,0.030777,0.031055,Taj83.,CentralAsia,CentralAsia,no
1119765.212,8.239084076,22451.16472,0.02885,0.029085,Taj83.,CentralAsia,CentralAsia,no
1222190.993,8.239084076,21116.61534,0.027135,0.027326,Taj83.,CentralAsia,CentralAsia,no
1333519.539,8.513327278,19031.301,0.024456,0.024592,Taj83.,CentralAsia,CentralAsia,no
1454524.902,8.513327278,17534.63793,0.022532,0.022612,Taj83.,CentralAsia,CentralAsia,no
1586047.397,8.921090369,15261.86282,0.019612,0.019644,Taj83.,CentralAsia,CentralAsia,no
1729002.399,8.921090369,13771.03571,0.017696,0.017675,Taj83.,CentralAsia,CentralAsia,no
1884382.686,9.428302021,11633.60738,0.014949,0.0149,Taj83.,CentralAsia,CentralAsia,no
2053267.827,9.428302021,10271.80582,0.013199,0.013113,Taj83.,CentralAsia,CentralAsia,no
2236832.972,9.999051734,8454.32143,0.010864,0.010771,Taj83.,CentralAsia,CentralAsia,no
2436353.547,9.999051734,7291.980956,0.00937,0.009261,Taj83.,CentralAsia,CentralAsia,no
2653215.809,10.56798227,5872.883406,0.007547,0.007449,Taj83.,CentralAsia,CentralAsia,no
2888927.397,10.56798227,4930.821902,0.006336,0.00624,Taj83.,CentralAsia,CentralAsia,no
3145127.309,11.05311719,3894.653504,0.005005,0.004928,Taj83.,CentralAsia,CentralAsia,no
3423595.862,11.05311719,3163.255994,0.004065,0.004,Taj83.,CentralAsia,CentralAsia,no
3726268.184,11.40362606,2439.947464,0.003135,0.00309,Taj83.,CentralAsia,CentralAsia,no
4055248.876,11.40362606,1900.148023,0.002442,0.002409,Taj83.,CentralAsia,CentralAsia,no
4412823.735,11.60754092,1416.768042,0.001821,0.001801,Taj83.,CentralAsia,CentralAsia,no
4801479.108,11.60754092,1045.952551,0.001344,0.001334,Taj83.,CentralAsia,CentralAsia,no
5223915.966,11.64323818,744.852021,0.000957,0.000954,Taj83.,CentralAsia,CentralAsia,no
5683070.427,11.64323818,513.378439,0.00066,0.000661,Taj83.,CentralAsia,CentralAsia,no
6182134.28,11.64323818,340.106137,0.000437,0.00044,Taj83.,CentralAsia,CentralAsia,no
6724576.685,11.64323818,215.82837,0.000277,0.000281,Taj83.,CentralAsia,CentralAsia,no
0,0.277609387,108652.0706,0.156289,0.178627,Taj.51.,CentralAsia,CentralAsia,no
4227.825595,3.456229938,8649.414958,0.012442,0.009429,Taj.51.,CentralAsia,CentralAsia,no
8836.587095,5.339633224,6025.47136,0.008667,0.007081,Taj.51.,CentralAsia,CentralAsia,no
13861.00034,5.658366374,6132.440457,0.008821,0.005879,Taj.51.,CentralAsia,CentralAsia,no
19337.65768,5.774098259,6477.952812,0.009318,0.00669,Taj.51.,CentralAsia,CentralAsia,no
25308.31196,5.774098259,6976.670087,0.010035,0.007433,Taj.51.,CentralAsia,CentralAsia,no
31817.06166,8.635446369,5030.213096,0.007236,0.005569,Taj.51.,CentralAsia,CentralAsia,no
38912.22747,8.635446369,5431.314374,0.007813,0.00625,Taj.51.,CentralAsia,CentralAsia,no
46646.35228,10.54887949,4801.355519,0.006906,0.005811,Taj.51.,CentralAsia,CentralAsia,no
55078.07769,10.54887949,5185.766709,0.007459,0.00656,Taj.51.,CentralAsia,CentralAsia,no
64269.79838,10.77613173,5478.884015,0.007881,0.007277,Taj.51.,CentralAsia,CentralAsia,no
74289.53862,10.77613173,5908.623844,0.008499,0.008188,Taj.51.,CentralAsia,CentralAsia,no
85212.35967,10.40579929,6590.972036,0.009481,0.009324,Taj.51.,CentralAsia,CentralAsia,no
97119.42152,10.40579929,7090.214978,0.010199,0.01008,Taj.51.,CentralAsia,CentralAsia,no
110099.3903,9.478003706,8357.583201,0.012022,0.011935,Taj.51.,CentralAsia,CentralAsia,no
124249.3765,9.478003706,8954.02965,0.01288,0.012933,Taj.51.,CentralAsia,CentralAsia,no
139674.4659,8.768184321,10345.02009,0.014881,0.015041,Taj.51.,CentralAsia,CentralAsia,no
156489.596,8.768184321,11028.31422,0.015863,0.016074,Taj.51.,CentralAsia,CentralAsia,no
174820.4945,8.845628565,11631.69652,0.016731,0.016892,Taj.51.,CentralAsia,CentralAsia,no
194802.7408,8.845628565,12350.86641,0.017766,0.017852,Taj.51.,CentralAsia,CentralAsia,no
216586.4573,9.113332851,12704.80133,0.018275,0.018314,Taj.51.,CentralAsia,CentralAsia,no
240333.0259,9.113332851,13436.24425,0.019327,0.019326,Taj.51.,CentralAsia,CentralAsia,no
266219.3096,9.360731146,13802.88248,0.019855,0.019847,Taj.51.,CentralAsia,CentralAsia,no
294439.0603,9.360731146,14528.54941,0.020898,0.020846,Taj.51.,CentralAsia,CentralAsia,no
325201.5112,9.508209467,15012.4122,0.021594,0.021519,Taj.51.,CentralAsia,CentralAsia,no
358736.5375,9.508209467,15708.05484,0.022595,0.022463,Taj.51.,CentralAsia,CentralAsia,no
395293.2487,9.37549817,16601.56812,0.02388,0.023725,Taj.51.,CentralAsia,CentralAsia,no
435145.1494,9.37549817,17225.12258,0.024777,0.024605,Taj.51.,CentralAsia,CentralAsia,no
478587.7931,9.014532399,18484.10995,0.026588,0.026407,Taj.51.,CentralAsia,CentralAsia,no
525945.82,9.014532399,18955.16269,0.027266,0.027104,Taj.51.,CentralAsia,CentralAsia,no
577572.0179,8.6135304,20198.44861,0.029054,0.028891,Taj.51.,CentralAsia,CentralAsia,no
633850.1375,8.6135304,20405.64671,0.029352,0.029228,Taj.51.,CentralAsia,CentralAsia,no
695200.5219,8.314021036,21178.52638,0.030464,0.030343,Taj.51.,CentralAsia,CentralAsia,no
762079.6374,8.314021036,21021.57258,0.030238,0.030153,Taj.51.,CentralAsia,CentralAsia,no
834986.1723,8.201098618,20959.82252,0.030149,0.030061,Taj.51.,CentralAsia,CentralAsia,no
914462.4441,8.201098618,20408.67779,0.029356,0.029281,Taj.51.,CentralAsia,CentralAsia,no
1001101.437,8.296929672,19458.07152,0.027989,0.0279,Taj.51.,CentralAsia,CentralAsia,no
1095548.208,8.296929672,18577.07817,0.026722,0.026625,Taj.51.,CentralAsia,CentralAsia,no
1198506.458,8.59125725,16968.4748,0.024408,0.024296,Taj.51.,CentralAsia,CentralAsia,no
1310743.687,8.59125725,15887.73643,0.022853,0.02272,Taj.51.,CentralAsia,CentralAsia,no
1433095.421,9.064852232,13969.24007,0.020094,0.019953,Taj.51.,CentralAsia,CentralAsia,no
1566473.185,9.064852232,12833.03553,0.018459,0.018292,Taj.51.,CentralAsia,CentralAsia,no
1711871.541,9.697648526,10919.75936,0.015707,0.015543,Taj.51.,CentralAsia,CentralAsia,no
1870372.779,9.697648526,9845.70123,0.014162,0.013975,Taj.51.,CentralAsia,CentralAsia,no
2043157.706,10.42912799,8175.554774,0.01176,0.011589,Taj.51.,CentralAsia,CentralAsia,no
2231514.561,10.42912799,7228.256687,0.010397,0.010217,Taj.51.,CentralAsia,CentralAsia,no
2436846.051,11.12907959,5920.343617,0.008516,0.008361,Taj.51.,CentralAsia,CentralAsia,no
2660681.55,11.12907959,5112.979608,0.007355,0.007207,Taj.51.,CentralAsia,CentralAsia,no
2904689.763,11.68225124,4144.69318,0.005962,0.005843,Taj.51.,CentralAsia,CentralAsia,no
3170687.172,11.68225124,3472.04599,0.004994,0.004891,Taj.51.,CentralAsia,CentralAsia,no
3460656.804,12.0526743,2765.44713,0.003978,0.0039,Taj.51.,CentralAsia,CentralAsia,no
3776758.075,12.0526743,2226.306334,0.003202,0.003142,Taj.51.,CentralAsia,CentralAsia,no
4121346.503,12.22912158,1722.954843,0.002478,0.002438,Taj.51.,CentralAsia,CentralAsia,no
4496988.713,12.22912158,1317.049429,0.001894,0.001869,Taj.51.,CentralAsia,CentralAsia,no
4906484.022,12.09106857,984.033905,0.001415,0.001402,Taj.51.,CentralAsia,CentralAsia,no
5352883.2,12.09106857,700.111193,0.001007,0.001002,Taj.51.,CentralAsia,CentralAsia,no
5839511.462,12.09106857,479.320851,0.000689,0.000689,Taj.51.,CentralAsia,CentralAsia,no
6369994.735,12.09106857,314.69158,0.000453,0.000455,Taj.51.,CentralAsia,CentralAsia,no
0,1.655156119,26999.72158,0.035061,0.04451,Taj81. ,CentralAsia,CentralAsia,no
5297.919259,5.77112243,8213.245628,0.010665,0.00793,Taj81. ,CentralAsia,CentralAsia,no
11052.03628,4.765630318,10664.04488,0.013848,0.010763,Taj81. ,CentralAsia,CentralAsia,no
17302.31447,5.201063869,10458.27969,0.013581,0.011271,Taj81. ,CentralAsia,CentralAsia,no
24090.56172,8.017429688,7277.782148,0.009451,0.008031,Taj81. ,CentralAsia,CentralAsia,no
31464.1193,8.017429688,7820.695104,0.010156,0.009253,Taj81. ,CentralAsia,CentralAsia,no
39472.78778,10.6672347,6320.308192,0.008207,0.007642,Taj81. ,CentralAsia,CentralAsia,no
48171.90111,10.6672347,6800.422483,0.008831,0.008319,Taj81. ,CentralAsia,CentralAsia,no
57620.48219,12.89856266,6052.025542,0.007859,0.007616,Taj81. ,CentralAsia,CentralAsia,no
67883.70213,12.89856266,6513.556625,0.008458,0.008353,Taj81. ,CentralAsia,CentralAsia,no
79030.42096,12.34353929,7317.96609,0.009503,0.009497,Taj81. ,CentralAsia,CentralAsia,no
91138.10623,12.34353929,7859.14447,0.010206,0.010353,Taj81. ,CentralAsia,CentralAsia,no
104289.1441,10.38533891,10009.64806,0.012998,0.013276,Taj81. ,CentralAsia,CentralAsia,no
118572.6836,10.38533891,10700.34368,0.013895,0.014298,Taj81. ,CentralAsia,CentralAsia,no
134087.7112,9.346136402,12680.1764,0.016466,0.016929,Taj81. ,CentralAsia,CentralAsia,no
150939.3613,9.346136402,13487.52242,0.017515,0.017955,Taj81. ,CentralAsia,CentralAsia,no
169243.2204,9.105545462,14694.13353,0.019081,0.019468,Taj81. ,CentralAsia,CentralAsia,no
189124.0974,9.105545462,15560.64989,0.020207,0.020528,Taj81. ,CentralAsia,CentralAsia,no
210717.8679,9.090300677,16469.47144,0.021387,0.021671,Taj81. ,CentralAsia,CentralAsia,no
234172.7039,9.090300677,17360.47607,0.022544,0.022773,Taj81. ,CentralAsia,CentralAsia,no
259648.4591,9.193213458,18051.63834,0.023441,0.023628,Taj81. ,CentralAsia,CentralAsia,no
287319.128,9.193213458,18933.66043,0.024587,0.024686,Taj81. ,CentralAsia,CentralAsia,no
317374.6906,9.186813722,19812.58937,0.025728,0.025782,Taj81. ,CentralAsia,CentralAsia,no
350019.2677,9.186813722,20649.91015,0.026815,0.026804,Taj81. ,CentralAsia,CentralAsia,no
385477.2693,8.93095005,22045.71448,0.028628,0.028591,Taj81. ,CentralAsia,CentralAsia,no
423990.3203,8.93095005,22775.20669,0.029575,0.029527,Taj81. ,CentralAsia,CentralAsia,no
465822.1792,8.523679529,24513.33652,0.031832,0.031783,Taj81. ,CentralAsia,CentralAsia,no
511258.7382,8.523679529,25025.30994,0.032497,0.032479,Taj81. ,CentralAsia,CentralAsia,no
560609.8675,8.143901322,26553.19814,0.034481,0.034474,Taj81. ,CentralAsia,CentralAsia,no
614213.719,8.143901322,26714.53529,0.034691,0.034725,Taj81. ,CentralAsia,CentralAsia,no
672436.7266,7.895527297,27502.38499,0.035714,0.035756,Taj81. ,CentralAsia,CentralAsia,no
735676.065,7.895527297,27212.41008,0.035337,0.035412,Taj81. ,CentralAsia,CentralAsia,no
804365.1836,7.813553389,26975.3562,0.035029,0.035104,Taj81. ,CentralAsia,CentralAsia,no
878972.5767,7.813553389,26216.61787,0.034044,0.034132,Taj81. ,CentralAsia,CentralAsia,no
960008.5463,7.920902669,24915.51521,0.032355,0.032428,Taj81. ,CentralAsia,CentralAsia,no
1048027.662,7.920902669,23778.67254,0.030878,0.030935,Taj81. ,CentralAsia,CentralAsia,no
1143630.604,8.215276541,21694.54435,0.028172,0.028203,Taj81. ,CentralAsia,CentralAsia,no
1247471.543,8.215276541,20341.73056,0.026415,0.02641,Taj81. ,CentralAsia,CentralAsia,no
1360260.598,8.65265237,17955.94423,0.023317,0.023289,Taj81. ,CentralAsia,CentralAsia,no
1482767.526,8.65265237,16544.11878,0.021484,0.021419,Taj81. ,CentralAsia,CentralAsia,no
1615831.559,9.168837172,14256.39257,0.018513,0.018436,Taj81. ,CentralAsia,CentralAsia,no
1760360.173,9.168837172,12895.3808,0.016746,0.01664,Taj81. ,CentralAsia,CentralAsia,no
1917343.233,9.697758566,10916.30595,0.014176,0.01407,Taj81. ,CentralAsia,CentralAsia,no
2087852.986,9.697758566,9670.019229,0.012557,0.012436,Taj81. ,CentralAsia,CentralAsia,no
2273054.521,10.17127613,8067.545131,0.010476,0.010365,Taj81. ,CentralAsia,CentralAsia,no
2474214.984,10.17127613,6968.478802,0.009049,0.008936,Taj81. ,CentralAsia,CentralAsia,no
2692708.503,10.53947753,5720.660309,0.007429,0.007331,Taj81. ,CentralAsia,CentralAsia,no
2930029.094,10.53947753,4787.88652,0.006217,0.006128,Taj81. ,CentralAsia,CentralAsia,no
3187798.658,10.78676164,3841.031435,0.004988,0.004915,Taj81. ,CentralAsia,CentralAsia,no
3467779.273,10.78676164,3089.765156,0.004012,0.003952,Taj81. ,CentralAsia,CentralAsia,no
3771885.495,10.89511699,2401.800797,0.003119,0.003075,Taj81. ,CentralAsia,CentralAsia,no
4102195.421,10.89511699,1837.123361,0.002386,0.002354,Taj81. ,CentralAsia,CentralAsia,no
4460967.292,10.84154366,1368.846872,0.001778,0.001758,Taj81. ,CentralAsia,CentralAsia,no
4850653.631,10.84154366,981.039283,0.001274,0.001263,Taj81. ,CentralAsia,CentralAsia,no
5273917.847,10.56579609,692.05803,0.000899,0.000893,Taj81. ,CentralAsia,CentralAsia,no
5733653.29,10.56579609,454.33635,0.00059,0.000589,Taj81. ,CentralAsia,CentralAsia,no
6233002.931,10.56579609,285.619863,0.000371,0.000371,Taj81. ,CentralAsia,CentralAsia,no
6775380.258,10.56579609,171.300129,0.000222,0.000224,Taj81. ,CentralAsia,CentralAsia,no
0,0.733272222,49502.37872,0.068231,0.086654,Taj.82. ,CentralAsia,CentralAsia,no
4645.401684,3.345475768,11284.873,0.015554,0.011985,Taj.82. ,CentralAsia,CentralAsia,no
9697.150027,4.329055554,9337.240701,0.01287,0.008474,Taj.82. ,CentralAsia,CentralAsia,no
15191.84806,4.196212845,10318.85797,0.014223,0.009885,Taj.82. ,CentralAsia,CentralAsia,no
21167.69024,6.714750737,6919.6229,0.009538,0.007472,Taj.82. ,CentralAsia,CentralAsia,no
27666.58438,6.714750737,7441.000238,0.010256,0.008291,Taj.82. ,CentralAsia,CentralAsia,no
34734.15166,10.73082991,5014.210112,0.006911,0.00573,Taj.82. ,CentralAsia,CentralAsia,no
42421.31802,10.73082991,5408.302991,0.007455,0.006564,Taj.82. ,CentralAsia,CentralAsia,no
50781.13132,12.25975985,5105.238577,0.007037,0.006504,Taj.82. ,CentralAsia,CentralAsia,no
59873.53567,12.25975985,5505.047126,0.007588,0.007177,Taj.82. ,CentralAsia,CentralAsia,no
69761.65802,10.94652977,6639.378897,0.009151,0.008821,Taj.82. ,CentralAsia,CentralAsia,no
80516.05203,10.94652977,7139.23937,0.00984,0.009716,Taj.82. ,CentralAsia,CentralAsia,no
92212.04567,8.768625487,9558.264865,0.013175,0.013241,Taj.82. ,CentralAsia,CentralAsia,no
104931.8631,8.768625487,10221.52097,0.014089,0.014437,Taj.82. ,CentralAsia,CentralAsia,no
118766.2163,7.957909408,12014.71701,0.01656,0.01711,Taj.82. ,CentralAsia,CentralAsia,no
133811.6522,7.957909408,12782.38087,0.017619,0.018263,Taj.82. ,CentralAsia,CentralAsia,no
150174.2667,8.194906781,13185.20922,0.018174,0.018765,Taj.82. ,CentralAsia,CentralAsia,no
167970.2345,8.194906781,13982.05763,0.019272,0.019716,Taj.82. ,CentralAsia,CentralAsia,no
187324.2182,8.658750093,14012.67564,0.019314,0.019617,Taj.82. ,CentralAsia,CentralAsia,no
208373.6117,8.658750093,14815.2157,0.020421,0.020588,Taj.82. ,CentralAsia,CentralAsia,no
231265.3576,8.903776984,15201.82499,0.020953,0.021039,Taj.82. ,CentralAsia,CentralAsia,no
256162.3129,8.903776984,16004.69036,0.02206,0.022056,Taj.82. ,CentralAsia,CentralAsia,no
283239.5355,8.88764561,16832.02629,0.0232,0.023145,Taj.82. ,CentralAsia,CentralAsia,no
312687.4672,8.88764561,17614.84319,0.024279,0.02417,Taj.82. ,CentralAsia,CentralAsia,no
344714.0557,8.649316012,18866.80459,0.026005,0.025867,Taj.82. ,CentralAsia,CentralAsia,no
379545.285,8.649316012,19580.7644,0.026989,0.026841,Taj.82. ,CentralAsia,CentralAsia,no
417426.7666,8.279614579,21117.02684,0.029107,0.028954,Taj.82. ,CentralAsia,CentralAsia,no
458625.3313,8.279614579,21674.75654,0.029875,0.029757,Taj.82. ,CentralAsia,CentralAsia,no
503431.6814,7.920305705,23104.23485,0.031846,0.031745,Taj.82. ,CentralAsia,CentralAsia,no
552161.4517,7.920305705,23390.79735,0.032241,0.032191,Taj.82. ,CentralAsia,CentralAsia,no
605158.3924,7.695527426,24191.44782,0.033344,0.033314,Taj.82. ,CentralAsia,CentralAsia,no
662796.491,7.695527426,24112.22539,0.033235,0.033244,Taj.82. ,CentralAsia,CentralAsia,no
725481.5636,7.639646321,24016.20512,0.033103,0.033121,Taj.82. ,CentralAsia,CentralAsia,no
793656.0294,7.639646321,23540.94942,0.032448,0.032486,Taj.82. ,CentralAsia,CentralAsia,no
867800.5022,7.746073603,22570.18401,0.03111,0.031147,Taj.82. ,CentralAsia,CentralAsia,no
948437.5033,7.746073603,21744.65661,0.029972,0.030008,Taj.82. ,CentralAsia,CentralAsia,no
1036135.176,8.00607446,20099.66625,0.027704,0.027729,Taj.82. ,CentralAsia,CentralAsia,no
1131513.118,8.00607446,19030.22321,0.02623,0.026234,Taj.82. ,CentralAsia,CentralAsia,no
1235242.916,8.391262254,17044.21332,0.023493,0.023481,Taj.82. ,CentralAsia,CentralAsia,no
1348056.101,8.391262254,15854.65627,0.021853,0.021811,Taj.82. ,CentralAsia,CentralAsia,no
1470748.39,8.855117622,13849.21204,0.019089,0.019036,Taj.82. ,CentralAsia,CentralAsia,no
1604184.463,8.855117622,12643.95392,0.017428,0.017345,Taj.82. ,CentralAsia,CentralAsia,no
1749304.86,9.346515684,10826.0721,0.014922,0.014836,Taj.82. ,CentralAsia,CentralAsia,no
1907133.403,9.346515684,9679.563308,0.013342,0.013235,Taj.82. ,CentralAsia,CentralAsia,no
2078783.038,9.798965762,8155.613457,0.011241,0.01114,Taj.82. ,CentralAsia,CentralAsia,no
2265463.255,9.798965762,7112.65824,0.009804,0.009695,Taj.82. ,CentralAsia,CentralAsia,no
2468491.233,10.13208828,5908.105685,0.008143,0.008047,Taj.82. ,CentralAsia,CentralAsia,no
2689297.673,10.13208828,4992.34722,0.006881,0.00679,Taj.82. ,CentralAsia,CentralAsia,no
2929439.53,10.29924934,4068.585536,0.005608,0.005532,Taj.82. ,CentralAsia,CentralAsia,no
3190610.623,10.29924934,3299.265229,0.004548,0.004483,Taj.82. ,CentralAsia,CentralAsia,no
3474651.712,10.31028089,2605.198875,0.003591,0.003541,Taj.82. ,CentralAsia,CentralAsia,no
3783565.884,10.31028089,2003.010297,0.002761,0.002723,Taj.82. ,CentralAsia,CentralAsia,no
4119530.755,10.20176786,1506.844362,0.002077,0.002049,Taj.82. ,CentralAsia,CentralAsia,no
4484915.973,10.20176786,1082.581832,0.001492,0.001474,Taj.82. ,CentralAsia,CentralAsia,no
4882297.012,9.953389307,764.536507,0.001054,0.001042,Taj.82. ,CentralAsia,CentralAsia,no
5314475.86,9.953389307,502.910526,0.000693,0.000686,Taj.82. ,CentralAsia,CentralAsia,no
5784499.586,9.953389307,316.57871,0.000436,0.000433,Taj.82. ,CentralAsia,CentralAsia,no
6295683.152,9.953389307,189.978059,0.000262,0.00026,Taj.82. ,CentralAsia,CentralAsia,no
0,1.24209771,29072.76585,0.043394,0.051025,Taj.84. ,CentralAsia,CentralAsia,no
4940.558529,3.116437285,12193.69827,0.0182,0.013867,Taj.84. ,CentralAsia,CentralAsia,no
10309.79153,5.122121083,7934.673305,0.011843,0.00919,Taj.84. ,CentralAsia,CentralAsia,no
16146.35929,6.282905542,6946.59563,0.010369,0.007519,Taj.84. ,CentralAsia,CentralAsia,no
22489.49065,7.54506345,6219.94355,0.009284,0.00714,Taj.84. ,CentralAsia,CentralAsia,no
29384.09977,7.54506345,6688.845617,0.009984,0.008338,Taj.84. ,CentralAsia,CentralAsia,no
36877.9435,10.09631355,5378.810718,0.008028,0.007305,Taj.84. ,CentralAsia,CentralAsia,no
45022.7584,10.09631355,5791.847135,0.008645,0.007729,Taj.84. ,CentralAsia,CentralAsia,no
53875.39785,10.28239854,6119.361902,0.009134,0.008492,Taj.84. ,CentralAsia,CentralAsia,no
63497.83204,10.28239854,6579.456236,0.009821,0.009561,Taj.84. ,CentralAsia,CentralAsia,no
73955.44235,9.237775864,7861.119208,0.011734,0.011786,Taj.84. ,CentralAsia,CentralAsia,no
85322.7067,9.237775864,8423.091786,0.012572,0.01279,Taj.84. ,CentralAsia,CentralAsia,no
97676.94569,8.695407561,9571.375273,0.014286,0.014524,Taj.84. ,CentralAsia,CentralAsia,no
111105.145,8.695407561,10218.10159,0.015252,0.015531,Taj.84. ,CentralAsia,CentralAsia,no
125699.9756,8.329297651,11365.10383,0.016964,0.017274,Taj.84. ,CentralAsia,CentralAsia,no
141563.2051,8.329297651,12082.12846,0.018034,0.018336,Taj.84. ,CentralAsia,CentralAsia,no
158805.1289,8.48247874,12591.08529,0.018794,0.019004,Taj.84. ,CentralAsia,CentralAsia,no
177545.1393,8.48247874,13338.23247,0.019909,0.019974,Taj.84. ,CentralAsia,CentralAsia,no
197913.4304,8.708096201,13738.19865,0.020506,0.02047,Taj.84. ,CentralAsia,CentralAsia,no
220051.5672,8.708096201,14497.41537,0.021639,0.021515,Taj.84. ,CentralAsia,CentralAsia,no
244113.6223,8.745109042,15195.89013,0.022681,0.022523,Taj.84. ,CentralAsia,CentralAsia,no
270266.7446,8.745109042,15952.41179,0.023811,0.023609,Taj.84. ,CentralAsia,CentralAsia,no
298692.2964,8.675502418,16827.37875,0.025117,0.024898,Taj.84. ,CentralAsia,CentralAsia,no
329588.1275,8.675502418,17548.29443,0.026193,0.025946,Taj.84. ,CentralAsia,CentralAsia,no
363168.5751,8.501912258,18597.71774,0.027759,0.02751,Taj.84. ,CentralAsia,CentralAsia,no
399666.738,8.501912258,19229.92924,0.028703,0.02847,Taj.84. ,CentralAsia,CentralAsia,no
439336.7509,8.223272562,20448.66562,0.030522,0.030326,Taj.84. ,CentralAsia,CentralAsia,no
482453.7841,8.223272562,20910.74935,0.031212,0.031099,Taj.84. ,CentralAsia,CentralAsia,no
529318.0234,7.926200742,22038.74036,0.032895,0.032866,Taj.84. ,CentralAsia,CentralAsia,no
580254.1016,7.926200742,22227.74349,0.033177,0.033276,Taj.84. ,CentralAsia,CentralAsia,no
635616.2153,7.721580267,22837.6785,0.034088,0.034292,Taj.84. ,CentralAsia,CentralAsia,no
695789.2618,7.721580267,22669.26358,0.033836,0.034166,Taj.84. ,CentralAsia,CentralAsia,no
761191.1135,7.672014458,22462.20389,0.033527,0.033946,Taj.84. ,CentralAsia,CentralAsia,no
832276.5973,7.672014458,21917.39821,0.032714,0.033222,Taj.84. ,CentralAsia,CentralAsia,no
909538.6321,7.780966204,20907.51366,0.031207,0.031764,Taj.84. ,CentralAsia,CentralAsia,no
993514.4823,7.780966204,20041.68163,0.029914,0.030515,Taj.84. ,CentralAsia,CentralAsia,no
1084788.032,8.040023788,18432.88655,0.027513,0.028119,Taj.84. ,CentralAsia,CentralAsia,no
1183992.059,8.040023788,17355.91476,0.025906,0.02651,Taj.84. ,CentralAsia,CentralAsia,no
1291817.333,8.434398872,15442.87654,0.02305,0.023623,Taj.84. ,CentralAsia,CentralAsia,no
1409012.043,8.434398872,14281.89343,0.021317,0.021858,Taj.84. ,CentralAsia,CentralAsia,no
1536390.331,8.915087721,12382.25136,0.018482,0.018974,Taj.84. ,CentralAsia,CentralAsia,no
1674837.402,8.915087721,11238.06838,0.016774,0.017223,Taj.84. ,CentralAsia,CentralAsia,no
1825315.217,9.408213246,9565.233046,0.014277,0.014678,Taj.84. ,CentralAsia,CentralAsia,no
1988868.74,9.408213246,8498.319316,0.012685,0.013043,Taj.84. ,CentralAsia,CentralAsia,no
2166634.47,9.838347812,7129.904912,0.010642,0.010959,Taj.84. ,CentralAsia,CentralAsia,no
2359847.832,9.838347812,6172.476265,0.009213,0.009493,Taj.84. ,CentralAsia,CentralAsia,no
2569850.565,10.14354062,5100.74146,0.007613,0.007859,Taj.84. ,CentralAsia,CentralAsia,no
2798101.526,10.14354062,4272.456173,0.006377,0.006591,Taj.84. ,CentralAsia,CentralAsia,no
3046186.925,10.29835624,3453.446092,0.005155,0.005339,Taj.84. ,CentralAsia,CentralAsia,no
