Time,Ne,,,,Sample,Population
480042.5537,9.513048709,25018.71541,0.029963,0.02933,KrgyzWolf_WL179,Krygyztan
527565.2689,9.513048709,25683.99849,0.03076,0.030147,KrgyzWolf_WL179,Krygyztan
579267.2525,9.038914456,27560.74647,0.033008,0.032368,KrgyzWolf_WL179,Krygyztan
635515.2022,9.038914456,27891.09539,0.033404,0.032793,KrgyzWolf_WL179,Krygyztan
696709.0424,8.71965335,29029.41797,0.034767,0.034133,KrgyzWolf_WL179,Krygyztan
763283.7359,8.71965335,28897.25628,0.034609,0.033995,KrgyzWolf_WL179,Krygyztan
835712.3048,8.582306406,28975.27644,0.034702,0.034074,KrgyzWolf_WL179,Krygyztan
914509.4552,8.582306406,28328.28506,0.033927,0.033319,KrgyzWolf_WL179,Krygyztan
1000235.806,8.622171139,27317.59667,0.032717,0.032112,KrgyzWolf_WL179,Krygyztan
1093499.701,8.622171139,26204.53032,0.031384,0.030796,KrgyzWolf_WL179,Krygyztan
1194965.063,8.852977436,24256.97118,0.029051,0.028483,KrgyzWolf_WL179,Krygyztan
1305351.996,8.852977436,22827.29207,0.027339,0.026778,KrgyzWolf_WL179,Krygyztan
1425445.247,9.28068407,20308.56634,0.024322,0.023794,KrgyzWolf_WL179,Krygyztan
1556098.431,9.28068407,18760.097,0.022468,0.02194,KrgyzWolf_WL179,Krygyztan
1698240.675,9.87682898,16140.46748,0.019331,0.018848,KrgyzWolf_WL179,Krygyztan
1852881.457,9.87682898,14642.06916,0.017536,0.017057,KrgyzWolf_WL179,Krygyztan
2021119.662,10.57274213,12293.97141,0.014724,0.014302,KrgyzWolf_WL179,Krygyztan
2204152.042,10.57274213,10943.64737,0.013107,0.0127,KrgyzWolf_WL179,Krygyztan
2403278.049,11.28489087,9031.00687,0.010816,0.01047,KrgyzWolf_WL179,Krygyztan
2619913.727,11.28489087,7867.819256,0.009423,0.009104,KrgyzWolf_WL179,Krygyztan
2855598.364,11.94862802,6392.287103,0.007656,0.007395,KrgyzWolf_WL179,Krygyztan
3112007.169,11.94862802,5426.786919,0.006499,0.006271,KrgyzWolf_WL179,Krygyztan
3390962.759,12.5563541,4318.239482,0.005172,0.004995,KrgyzWolf_WL179,Krygyztan
3694446.63,12.5563541,3554.062282,0.004256,0.004111,KrgyzWolf_WL179,Krygyztan
4024616.683,13.1557324,2743.370152,0.003286,0.003181,KrgyzWolf_WL179,Krygyztan
4383818.695,13.1557324,2178.383625,0.002609,0.00253,KrgyzWolf_WL179,Krygyztan
4774605.657,13.70253209,1626.543252,0.001948,0.001898,KrgyzWolf_WL179,Krygyztan
5199755.895,13.70253209,1237.681164,0.001482,0.001451,KrgyzWolf_WL179,Krygyztan
5662289.381,13.83027497,905.821161,0.001085,0.00107,KrgyzWolf_WL179,Krygyztan
6165494.312,13.83027497,648.038584,0.000776,0.000771,KrgyzWolf_WL179,Krygyztan
6712947.05,13.83027497,446.829953,0.000535,0.000537,KrgyzWolf_WL179,Krygyztan
7308538.097,13.83027497,295.977191,0.000354,0.000359,KrgyzWolf_WL179,Krygyztan
0,2.559750116,18082.80124,0.023669,0.011856,Iranwolf,Iran
5496.731484,2.559750116,19138.88929,0.025052,0.026161,Iranwolf,Iran
11463.95028,2.559750116,20212.88425,0.026458,0.021832,Iranwolf,Iran
17940.86365,2.559750116,21297.08042,0.027877,0.022018,Iranwolf,Iran
24971.82082,6.902547498,8388.891099,0.010981,0.00879,Iranwolf,Iran
32604.38471,6.902547498,8989.565276,0.011767,0.009791,Iranwolf,Iran
40889.33195,10.131458,6571.336416,0.008602,0.007571,Iranwolf,Iran
49883.22387,10.131458,7060.329724,0.009242,0.008778,Iranwolf,Iran
59645.83548,10.52147837,7299.698575,0.009555,0.00981,Iranwolf,Iran
70244.01198,10.52147837,7832.114622,0.010252,0.010714,Iranwolf,Iran
81747.81228,11.26776052,7842.46611,0.010265,0.010609,Iranwolf,Iran
94235.65091,11.26776052,8404.812501,0.011001,0.011401,Iranwolf,Iran
107791.7271,10.23216402,9900.85309,0.01296,0.013524,Iranwolf,Iran
122506.6676,10.23216402,10570.01909,0.013836,0.014613,Iranwolf,Iran
138480.74,9.264603253,12432.70049,0.016274,0.017268,Iranwolf,Iran
155819.9969,9.264603253,13205.89126,0.017286,0.018371,Iranwolf,Iran
174642.7029,9.108438805,14238.13844,0.018637,0.019741,Iranwolf,Iran
195075.4782,9.108438805,15058.37319,0.019711,0.020806,Iranwolf,Iran
217255.2268,9.411878869,15385.51586,0.020139,0.021181,Iranwolf,Iran
241331.7077,9.411878869,16212.78496,0.021222,0.022211,Iranwolf,Iran
267467.5346,9.867919083,16266.46898,0.021292,0.022208,Iranwolf,Iran
295838.1763,9.867919083,17078.74964,0.022355,0.023187,Iranwolf,Iran
326635.1699,10.11584229,17450.51387,0.022842,0.023612,Iranwolf,Iran
360066.1211,10.11584229,18231.24811,0.023864,0.024572,Iranwolf,Iran
396355.9897,9.899990459,19389.27432,0.025379,0.026088,Iranwolf,Iran
435749.6605,9.899990459,20098.66063,0.026308,0.027028,Iranwolf,Iran
478511.9433,9.383488653,21862.46424,0.028617,0.029398,Iranwolf,Iran
524932.0721,9.383488653,22408.08571,0.029331,0.030161,Iranwolf,Iran
575321.1341,8.887620332,24085.93827,0.031527,0.032424,Iranwolf,Iran
630019.7827,8.887620332,24341.69087,0.031862,0.032786,Iranwolf,Iran
689396.3092,8.548632241,25378.84236,0.033219,0.034172,Iranwolf,Iran
753851.142,8.548632241,25237.34782,0.033034,0.03398,Iranwolf,Iran
823818.132,8.349645092,25472.75371,0.033342,0.034277,Iranwolf,Iran
899768.4095,8.349645092,24875.52341,0.032561,0.033469,Iranwolf,Iran
982213.5971,8.266249289,24301.8104,0.03181,0.032678,Iranwolf,Iran
1071710.31,8.266249289,23258.85694,0.030445,0.031268,Iranwolf,Iran
1168860.796,8.320743604,21888.23204,0.02865,0.029402,Iranwolf,Iran
1274319.369,8.320743604,20504.05781,0.026839,0.027518,Iranwolf,Iran
1388796.901,8.530671978,18537.81506,0.024265,0.02485,Iranwolf,Iran
1513065.325,8.530671978,16988.85137,0.022237,0.022734,Iranwolf,Iran
1647960.206,8.884129073,14790.57065,0.01936,0.019762,Iranwolf,Iran
1794392.31,8.884129073,13258.29985,0.017354,0.017671,Iranwolf,Iran
1953346.961,9.349496354,11168.96054,0.01462,0.014861,Iranwolf,Iran
2125895.61,9.349496354,9787.154859,0.012811,0.012985,Iranwolf,Iran
2313200.334,9.861637739,8032.813196,0.010514,0.010643,Iranwolf,Iran
2516524.123,9.861637739,6866.360794,0.008988,0.009075,Iranwolf,Iran
2737236.018,10.3288529,5523.361906,0.00723,0.007296,Iranwolf,Iran
2976823.966,10.3288529,4583.484524,0.006,0.006046,Iranwolf,Iran
3236900.608,10.6706676,3615.17607,0.004732,0.004772,Iranwolf,Iran
3519219.987,10.6706676,2889.432165,0.003782,0.003815,Iranwolf,Iran
3825683.335,10.85076689,2218.52351,0.002904,0.002935,Iranwolf,Iran
4158355.783,10.85076689,1689.246196,0.002211,0.002239,Iranwolf,Iran
4519478.572,10.88521203,1244.637145,0.001629,0.001654,Iranwolf,Iran
4911485.125,10.88521203,890.841454,0.001166,0.001188,Iranwolf,Iran
5337016.47,10.76440571,620.671069,0.000812,0.000831,Iranwolf,Iran
5798939.236,10.76440571,410.15039,0.000537,0.000551,Iranwolf,Iran
6300365.582,10.76440571,259.779646,0.00034,0.000351,Iranwolf,Iran
6844675.047,10.76440571,157.136172,0.000206,0.000213,Iranwolf,Iran
0,2.136329159,21177.02557,0.027379,0.024293,Iran_SRR20326411,Iran
5316.418727,2.136329159,22355.12012,0.028902,0.020637,Iran_SRR20326411,Iran
11095.5594,2.136329159,23538.49066,0.030432,0.018227,Iran_SRR20326411,Iran
17378.32223,2.136329159,24715.71092,0.031954,0.021244,Iran_SRR20326411,Iran
24208.65971,7.593817588,7382.456161,0.009544,0.00729,Iran_SRR20326411,Iran
31632.96613,7.593817588,7934.425945,0.010258,0.008602,Iran_SRR20326411,Iran
39704.35072,9.515087595,6808.020801,0.008802,0.007531,Iran_SRR20326411,Iran
48478.36454,9.515087595,7322.123121,0.009466,0.008563,Iran_SRR20326411,Iran
58017.2736,9.631267541,7773.381198,0.01005,0.009681,Iran_SRR20326411,Iran
68386.39617,9.631267541,8345.430929,0.010789,0.010925,Iran_SRR20326411,Iran
79658.37594,9.564790802,9011.585594,0.011651,0.01218,Iran_SRR20326411,Iran
91911.96109,9.564790802,9651.796387,0.012478,0.013234,Iran_SRR20326411,Iran
105233.2252,9.418913797,10482.61486,0.013552,0.014505,Iran_SRR20326411,Iran
119714.3465,9.418913797,11193.91389,0.014472,0.01559,Iran_SRR20326411,Iran
135456.0493,9.206712667,12207.08943,0.015782,0.016998,Iran_SRR20326411,Iran
152569.4357,9.206712667,12986.7263,0.01679,0.018045,Iran_SRR20326411,Iran
171172.9334,9.079891448,13980.3905,0.018075,0.01936,Iran_SRR20326411,Iran
191397.1787,9.079891448,14809.63803,0.019147,0.020496,Iran_SRR20326411,Iran
213381.965,9.309649985,15272.05444,0.019745,0.021096,Iran_SRR20326411,Iran
237281.7364,9.309649985,16114.39785,0.020834,0.02217,Iran_SRR20326411,Iran
263263.1462,9.833306048,16070.64476,0.020777,0.022026,Iran_SRR20326411,Iran
291506.8877,9.833306048,16897.72004,0.021846,0.023004,Iran_SRR20326411,Iran
322210.7473,10.08272389,17285.83827,0.022348,0.023445,Iran_SRR20326411,Iran
355588.3827,10.08272389,18083.70224,0.02338,0.024438,Iran_SRR20326411,Iran
391872.3758,9.803054033,19380.98139,0.025057,0.026163,Iran_SRR20326411,Iran
431317.2848,9.803054033,20107.98953,0.025997,0.027148,Iran_SRR20326411,Iran
474196.5918,9.289914378,21892.90939,0.028304,0.029569,Iran_SRR20326411,Iran
520810.6386,9.289914378,22452.26824,0.029027,0.030358,Iran_SRR20326411,Iran
571484.1853,8.847052908,24016.06841,0.031049,0.032482,Iran_SRR20326411,Iran
626571.2936,8.847052908,24284.652,0.031396,0.032865,Iran_SRR20326411,Iran
686455.3267,8.560342057,25184.4497,0.03256,0.034078,Iran_SRR20326411,Iran
751554.4436,8.560342057,25060.05861,0.032399,0.033918,Iran_SRR20326411,Iran
822324.041,8.418231813,25141.39257,0.032504,0.034015,Iran_SRR20326411,Iran
899256.1422,8.418231813,24574.12861,0.031771,0.033253,Iran_SRR20326411,Iran
982888.5549,8.41640046,23803.21587,0.030774,0.032194,Iran_SRR20326411,Iran
1073804.26,8.41640046,22820.3425,0.029503,0.030863,Iran_SRR20326411,Iran
1172637.516,8.574430991,21268.90433,0.027498,0.028743,Iran_SRR20326411,Iran
1280078.742,8.574430991,19985.94738,0.025839,0.02699,Iran_SRR20326411,Iran
1396876.354,8.914070728,17892.83874,0.023133,0.024137,Iran_SRR20326411,Iran
1523846.522,8.914070728,16483.91061,0.021311,0.0222,Iran_SRR20326411,Iran
1661873.791,9.425712003,14227.60699,0.018394,0.019134,Iran_SRR20326411,Iran
1811922.064,9.425712003,12857.20408,0.016622,0.01725,Iran_SRR20326411,Iran
1975038.264,10.05410205,10788.20621,0.013948,0.014453,Iran_SRR20326411,Iran
2152360.271,10.05410205,9559.199651,0.012359,0.012774,Iran_SRR20326411,Iran
2345124.86,10.71764854,7860.898556,0.010163,0.010494,Iran_SRR20326411,Iran
2554677.465,10.71764854,6814.514359,0.00881,0.009078,Iran_SRR20326411,Iran
2782479.506,11.35806031,5504.463805,0.007116,0.007331,Iran_SRR20326411,Iran
3030121.209,11.35806031,4650.49537,0.006012,0.006185,Iran_SRR20326411,Iran
3299329.538,11.94865789,3679.009841,0.004756,0.004897,Iran_SRR20326411,Iran
3591983.464,11.94865789,3014.043402,0.003897,0.004012,Iran_SRR20326411,Iran
3910124.333,12.43956463,2328.377831,0.00301,0.003108,Iran_SRR20326411,Iran
4255971.748,12.43956463,1836.524556,0.002374,0.002457,Iran_SRR20326411,Iran
4631938.82,12.71235304,1383.624543,0.001789,0.001859,Iran_SRR20326411,Iran
5040649.269,12.71235304,1038.111271,0.001342,0.001402,Iran_SRR20326411,Iran
5484953.901,12.47655242,765.464582,0.00099,0.00104,Iran_SRR20326411,Iran
5967952.587,12.47655242,532.34786,0.000688,0.000729,Iran_SRR20326411,Iran
6493016.239,12.47655242,356.098131,0.00046,0.000491,Iran_SRR20326411,Iran
7063806.951,12.47655242,228.337638,0.000295,0.000317,Iran_SRR20326411,Iran
0,2.661831065,18026.63379,0.023136,0.017786,Iran_SRR20326410,Iran
5585.947121,2.661831065,19105.18384,0.02452,0.017636,Iran_SRR20326410,Iran
11653.72018,2.661831065,20205.07148,0.025932,0.016298,Iran_SRR20326410,Iran
18246.00442,2.661831065,21318.76673,0.027361,0.017604,Iran_SRR20326410,Iran
25408.07209,7.49717775,8051.68491,0.010334,0.007292,Iran_SRR20326410,Iran
33187.78239,7.49717775,8641.855413,0.011091,0.008827,Iran_SRR20326410,Iran
41640.10877,10.10903297,6884.000161,0.008835,0.007504,Iran_SRR20326410,Iran
50821.96489,10.10903297,7400.188842,0.009498,0.00854,Iran_SRR20326410,Iran
60797.37862,11.19491988,7181.15379,0.009217,0.008806,Iran_SRR20326410,Iran
71633.61157,11.19491988,7714.487603,0.009901,0.009854,Iran_SRR20326410,Iran
83406.33306,10.95214017,8461.738812,0.01086,0.011126,Iran_SRR20326410,Iran
96195.7396,10.95214017,9069.131794,0.01164,0.01221,Iran_SRR20326410,Iran
110089.7887,9.536250999,11137.36956,0.014294,0.015287,Iran_SRR20326410,Iran
125183.552,9.536250999,11878.9406,0.015246,0.016605,Iran_SRR20326410,Iran
141580.509,8.846275671,13625.18752,0.017487,0.019105,Iran_SRR20326410,Iran
159394.4869,8.846275671,14459.37641,0.018558,0.020209,Iran_SRR20326410,Iran
178746.4274,9.007359577,15043.38854,0.019307,0.02088,Iran_SRR20326410,Iran
199770.2069,9.007359577,15905.19989,0.020413,0.021926,Iran_SRR20326410,Iran
222609.4029,9.426407032,16042.30984,0.020589,0.021998,Iran_SRR20326410,Iran
247421.175,9.426407032,16903.14233,0.021694,0.023036,Iran_SRR20326410,Iran
274376.2641,9.892799251,16939.78498,0.021741,0.022981,Iran_SRR20326410,Iran
303658.9928,9.892799251,17781.56448,0.022822,0.023976,Iran_SRR20326410,Iran
335470.4992,10.09028468,18252.70808,0.023426,0.024523,Iran_SRR20326410,Iran
370030.0303,10.09028468,19056.97001,0.024458,0.02551,Iran_SRR20326410,Iran
407574.2953,9.835018356,20331.15369,0.026094,0.027174,Iran_SRR20326410,Iran
448360.699,9.835018356,21049.44366,0.027016,0.028126,Iran_SRR20326410,Iran
492669.9295,9.31903981,22869.4598,0.029352,0.030563,Iran_SRR20326410,Iran
540805.9573,9.31903981,23397.80589,0.03003,0.031308,Iran_SRR20326410,Iran
593099.9166,8.862466375,24997.40265,0.032083,0.03346,Iran_SRR20326410,Iran
649909.458,8.862466375,25206.01531,0.03235,0.033762,Iran_SRR20326410,Iran
711626.5097,8.586438027,26029.67354,0.033408,0.034857,Iran_SRR20326410,Iran
778672.7504,8.586438027,25822.39096,0.033141,0.034583,Iran_SRR20326410,Iran
851509.9567,8.464320581,25764.18693,0.033067,0.034487,Iran_SRR20326410,Iran
930638.0635,8.464320581,25104.66766,0.03222,0.033603,Iran_SRR20326410,Iran
1016600.338,8.485222243,24177.35877,0.03103,0.03234,Iran_SRR20326410,Iran
1109986.612,8.485222243,23108.8184,0.029659,0.0309,Iran_SRR20326410,Iran
1211439.104,8.681362734,21385.92827,0.027448,0.028569,Iran_SRR20326410,Iran
1321653.068,8.681362734,20044.21882,0.025726,0.026746,Iran_SRR20326410,Iran
1441385.843,9.070703959,17815.81478,0.022866,0.023741,Iran_SRR20326410,Iran
1571459.444,9.070703959,16384.09674,0.021028,0.021789,Iran_SRR20326410,Iran
1712767.672,9.615403917,14085.09836,0.018077,0.018703,Iran_SRR20326410,Iran
1866279.356,9.615403917,12713.56028,0.016317,0.01684,Iran_SRR20326410,Iran
2033049.983,10.22862958,10682.43544,0.01371,0.01413,Iran_SRR20326410,Iran
2214224.296,10.22862958,9451.108486,0.01213,0.012472,Iran_SRR20326410,Iran
2411045.987,10.81554442,7817.355403,0.010033,0.010307,Iran_SRR20326410,Iran
2624866.109,10.81554442,6755.111894,0.00867,0.008891,Iran_SRR20326410,Iran
2857153.422,11.31292167,5501.993183,0.007061,0.007241,Iran_SRR20326410,Iran
3109502.803,11.31292167,4617.931819,0.005927,0.006073,Iran_SRR20326410,Iran
3383646.885,11.69299531,3684.329405,0.004729,0.00485,Iran_SRR20326410,Iran
3681467.7,11.69299531,2981.85278,0.003827,0.003927,Iran_SRR20326410,Iran
4005010.905,11.95043706,2310.070193,0.002965,0.003049,Iran_SRR20326410,Iran
4356496.781,11.95043706,1786.635633,0.002293,0.002364,Iran_SRR20326410,Iran
4738339.631,12.0911852,1329.080853,0.001706,0.001765,Iran_SRR20326410,Iran
5153161.365,12.0911852,971.50099,0.001247,0.001295,Iran_SRR20326410,Iran
5603810.252,12.02963407,688.99762,0.000884,0.000924,Iran_SRR20326410,Iran
6093379.68,12.02963407,467.785003,0.0006,0.000631,Iran_SRR20326410,Iran
6625232.083,12.02963407,304.964012,0.000391,0.000414,Iran_SRR20326410,Iran
7203018.342,12.02963407,190.241269,0.000244,0.00026,Iran_SRR20326410,Iran
0,2.206498079,20829.56874,0.026484,0.034192,Iran_SRR20326408,Iran
5310.505953,2.206498079,22005.34205,0.027979,0.022391,Iran_SRR20326408,Iran
11082.55582,2.206498079,23190.22544,0.029485,0.018697,Iran_SRR20326408,Iran
17355.88517,2.206498079,24373.49555,0.03099,0.01891,Iran_SRR20326408,Iran
24174.5088,8.874807323,6441.887563,0.008191,0.005637,Iran_SRR20326408,Iran
31585.49805,8.874807323,6933.887926,0.008816,0.006871,Iran_SRR20326408,Iran
39640.20352,9.067365056,7299.681358,0.009281,0.007912,Iran_SRR20326408,Iran
48394.25501,9.067365056,7845.331446,0.009975,0.009037,Iran_SRR20326408,Iran
57909.39547,10.50156206,7279.57887,0.009256,0.008685,Iran_SRR20326408,Iran
68250.42444,10.50156206,7822.264284,0.009946,0.009548,Iran_SRR20326408,Iran
79490.08859,10.00119955,8814.285899,0.011207,0.011066,Iran_SRR20326408,Iran
91706.63641,10.00119955,9445.302496,0.012009,0.012318,Iran_SRR20326408,Iran
104983.8183,9.104141297,11096.18366,0.014108,0.014861,Iran_SRR20326408,Iran
119415.1656,9.104141297,11840.1031,0.015054,0.016082,Iran_SRR20326408,Iran
135099.7116,9.164390701,12531.6462,0.015933,0.017035,Iran_SRR20326408,Iran
152146.882,9.164390701,13329.18618,0.016947,0.018061,Iran_SRR20326408,Iran
170674.6608,9.412487923,13782.42257,0.017524,0.018608,Iran_SRR20326408,Iran
190812.6471,9.412487923,14612.28702,0.018579,0.019654,Iran_SRR20326408,Iran
212699.6097,9.667650017,15056.40056,0.019143,0.020168,Iran_SRR20326408,Iran
236488.3778,9.667650017,15903.83294,0.020221,0.021197,Iran_SRR20326408,Iran
262343.3956,9.912232169,16350.4964,0.020789,0.021707,Iran_SRR20326408,Iran
290444.3899,9.912232169,17196.22698,0.021864,0.022722,Iran_SRR20326408,Iran
320986.9821,9.979768743,17914.38517,0.022777,0.023607,Iran_SRR20326408,Iran
354182.6876,9.979768743,18734.09189,0.02382,0.024612,Iran_SRR20326408,Iran
390261.9729,9.741258074,19993.00277,0.02542,0.026231,Iran_SRR20326408,Iran
429476.0888,9.741258074,20738.50788,0.026368,0.027188,Iran_SRR20326408,Iran
472096.46,9.300957405,22410.5433,0.028494,0.029377,Iran_SRR20326408,Iran
518419.5749,9.300957405,22988.85312,0.029229,0.03015,Iran_SRR20326408,Iran
568766.3746,8.878287658,24542.3249,0.031204,0.03219,Iran_SRR20326408,Iran
623487.7549,8.878287658,24830.60458,0.031571,0.032584,Iran_SRR20326408,Iran
682962.1204,8.576109772,25809.03575,0.032815,0.033862,Iran_SRR20326408,Iran
747603.9439,8.576109772,25697.17936,0.032673,0.033727,Iran_SRR20326408,Iran
817860.7089,8.404927274,25882.68934,0.032909,0.033958,Iran_SRR20326408,Iran
894221.4686,8.404927274,25309.96571,0.03218,0.033217,Iran_SRR20326408,Iran
977215.6231,8.383711814,24582.1418,0.031255,0.032246,Iran_SRR20326408,Iran
1067419.644,8.383711814,23574.60849,0.029974,0.030922,Iran_SRR20326408,Iran
1165460.13,8.548683893,21962.2775,0.027924,0.028785,Iran_SRR20326408,Iran
1272018.088,8.548683893,20649.65812,0.026255,0.027039,Iran_SRR20326408,Iran
1387832.6,8.908999363,18457.93217,0.023468,0.024142,Iran_SRR20326408,Iran
1513708.157,8.908999363,17024.41912,0.021646,0.022226,Iran_SRR20326408,Iran
1650518.332,9.428653074,14701.17895,0.018692,0.019166,Iran_SRR20326408,Iran
1799214.333,9.428653074,13306.01011,0.016918,0.017305,Iran_SRR20326408,Iran
1960828.061,10.03192515,11209.29783,0.014252,0.014558,Iran_SRR20326408,Iran
2136481.283,10.03192515,9945.413477,0.012645,0.012884,Iran_SRR20326408,Iran
2327394.186,10.61582961,8244.154775,0.010482,0.01067,Iran_SRR20326408,Iran
2534892.104,10.61582961,7145.908012,0.009086,0.00923,Iran_SRR20326408,Iran
2760415.91,11.09389296,5843.275293,0.007429,0.007544,Iran_SRR20326408,Iran
3005531.797,11.09389296,4918.828423,0.006254,0.006343,Iran_SRR20326408,Iran
3271941.058,11.45069336,3940.86254,0.005011,0.005084,Iran_SRR20326408,Iran
3561494.76,11.45069336,3197.800604,0.004066,0.004124,Iran_SRR20326408,Iran
3876202.3,11.73935282,2477.350404,0.00315,0.0032,Iran_SRR20326408,Iran
4218249.745,11.73935282,1923.110798,0.002445,0.002487,Iran_SRR20326408,Iran
4590011.448,12.00052388,1423.967922,0.001811,0.001847,Iran_SRR20326408,Iran
4994069.61,12.00052388,1049.1949,0.001334,0.001366,Iran_SRR20326408,Iran
5433228.952,12.17789595,738.7527,0.000939,0.000967,Iran_SRR20326408,Iran
5910539.33,12.17789595,510.756229,0.000649,0.000672,Iran_SRR20326408,Iran
6429315.302,12.17789595,339.516785,0.000432,0.00045,Iran_SRR20326408,Iran
6993158.745,12.17789595,216.25232,0.000275,0.000289,Iran_SRR20326408,Iran
0,2.231438668,20819.16333,0.026983,0.031176,Iran_SAMC036723,Iran
5471.68865,2.231438668,21964.56662,0.028468,0.017383,Iran_SAMC036723,Iran
11413.08839,2.231438668,23115.47131,0.02996,0.017939,Iran_SAMC036723,Iran
17865.56943,2.231438668,24261.12167,0.031444,0.020342,Iran_SAMC036723,Iran
24873.04786,6.866450826,8359.00394,0.010834,0.008004,Iran_SAMC036723,Iran
32482.62207,6.866450826,8960.91931,0.011614,0.009514,Iran_SAMC036723,Iran
40746.48219,10.03316742,6582.299755,0.008531,0.007332,Iran_SAMC036723,Iran
49721.27358,10.03316742,7074.426319,0.009169,0.008381,Iran_SAMC036723,Iran
59466.82396,11.7105417,6514.051886,0.008443,0.008013,Iran_SAMC036723,Iran
70050.5986,11.7105417,7000.594925,0.009073,0.008959,Iran_SAMC036723,Iran
81543.88156,10.82323009,8128.937458,0.010536,0.010698,Iran_SAMC036723,Iran
94025.5945,10.82323009,8710.739393,0.01129,0.011786,Iran_SAMC036723,Iran
107579.7508,9.259566041,10883.76841,0.014106,0.015075,Iran_SAMC036723,Iran
122299.2743,9.259566041,11603.24492,0.015039,0.016322,Iran_SAMC036723,Iran
138284.7264,8.743270062,13071.79019,0.016942,0.018405,Iran_SAMC036723,Iran
155643.6698,8.743270062,13871.6511,0.017979,0.019435,Iran_SAMC036723,Iran
174495.1233,8.933074018,14383.17063,0.018642,0.020001,Iran_SAMC036723,Iran
194967.6529,8.933074018,15209.20199,0.019712,0.021007,Iran_SAMC036723,Iran
217199.3715,9.247198371,15508.87548,0.020101,0.021326,Iran_SAMC036723,Iran
241343.0306,9.247198371,16339.20142,0.021177,0.02238,Iran_SAMC036723,Iran
267561.5652,9.657088992,16452.59217,0.021324,0.02247,Iran_SAMC036723,Iran
296034.4585,9.657088992,17266.18696,0.022378,0.023476,Iran_SAMC036723,Iran
326954.5593,9.930595313,17578.72443,0.022783,0.023835,Iran_SAMC036723,Iran
360533.1739,9.930595313,18356.02202,0.023791,0.024814,Iran_SAMC036723,Iran
396998.7932,9.81438261,19324.26722,0.025046,0.026094,Iran_SAMC036723,Iran
436598.3657,9.81438261,20026.19779,0.025956,0.027035,Iran_SAMC036723,Iran
479602.3888,9.460349015,21422.36031,0.027765,0.028922,Iran_SAMC036723,Iran
526303.6365,9.460349015,21968.63883,0.028473,0.029676,Iran_SAMC036723,Iran
577019.7047,9.10266298,23269.17533,0.030159,0.031432,Iran_SAMC036723,Iran
632094.921,9.10266298,23554.79088,0.030529,0.031826,Iran_SAMC036723,Iran
691905.436,8.817844943,24434.26168,0.031669,0.033002,Iran_SAMC036723,Iran
756857.3143,8.817844943,24357.95758,0.03157,0.032905,Iran_SAMC036723,Iran
827392.8992,8.617741828,24635.81363,0.03193,0.033267,Iran_SAMC036723,Iran
903992.085,8.617741828,24127.20918,0.031271,0.032588,Iran_SAMC036723,Iran
987176.7731,8.547318435,23601.80516,0.03059,0.031863,Iran_SAMC036723,Iran
1077512.144,8.547318435,22667.14568,0.029378,0.030593,Iran_SAMC036723,Iran
1175613.023,8.654584466,21292.1078,0.027596,0.028715,Iran_SAMC036723,Iran
1282147.699,8.654584466,20040.01891,0.025974,0.026995,Iran_SAMC036723,Iran
1397840.467,8.935605412,18090.76725,0.023447,0.024342,Iran_SAMC036723,Iran
1523479.273,8.935605412,16685.66719,0.021626,0.022408,Iran_SAMC036723,Iran
1659918.251,9.335847804,14581.6489,0.018899,0.019559,Iran_SAMC036723,Iran
1808086.641,9.335847804,13171.32879,0.017071,0.017627,Iran_SAMC036723,Iran
1968992.602,9.776737158,11234.42013,0.014561,0.015018,Iran_SAMC036723,Iran
2143730.855,9.776737158,9916.70571,0.012853,0.013229,Iran_SAMC036723,Iran
2333490.953,10.16371504,8307.989493,0.010768,0.011075,Iran_SAMC036723,Iran
2539563.645,10.16371504,7133.420137,0.009245,0.009496,Iran_SAMC036723,Iran
2763351.701,10.41350581,5876.81438,0.007617,0.007822,Iran_SAMC036723,Iran
3006378.181,10.41350581,4870.781104,0.006313,0.006481,Iran_SAMC036723,Iran
3270296.621,10.49895123,3916.927677,0.005077,0.005215,Iran_SAMC036723,Iran
3556903.762,10.49895123,3101.082875,0.004019,0.004131,Iran_SAMC036723,Iran
3868148.458,10.44773027,2399.083879,0.003109,0.0032,Iran_SAMC036723,Iran
4206150.139,10.44773027,1791.452792,0.002322,0.002393,Iran_SAMC036723,Iran
4573208.987,10.30371562,1309.775244,0.001698,0.001752,Iran_SAMC036723,Iran
4971821.855,10.30371562,908.825401,0.001178,0.001218,Iran_SAMC036723,Iran
5404701.993,10.04961425,618.43865,0.000802,0.00083,Iran_SAMC036723,Iran
5874795.597,10.04961425,390.693757,0.000506,0.000526,Iran_SAMC036723,Iran
6385300.902,10.04961425,235.601069,0.000305,0.000318,Iran_SAMC036723,Iran
6939693.007,10.04961425,135.079247,0.000175,0.000182,Iran_SAMC036723,Iran
0,0.528542001,28651.94141,0.056181,0.044719,Indianwolf_SRR13985171,Indian
2722.98884,0.528542001,29457.43625,0.05776,0.04695,Indianwolf_SRR13985171,Indian
5699.088208,0.528542001,30114.00056,0.059048,0.052452,Indianwolf_SRR13985171,Indian
8951.734264,0.528542001,30594.64897,0.05999,0.054508,Indianwolf_SRR13985171,Indian
12506.70678,0.613781046,26737.87783,0.052428,0.046899,Indianwolf_SRR13985171,Indian
16392.12916,0.613781046,27108.34127,0.053154,0.048379,Indianwolf_SRR13985171,Indian
