Time,Ne,,,,Sample,Population
20638.4684,1.459420284,11764.79797,0.023069,0.021414,Indianwolf_SRR13985171,Indian
25279.99989,1.459420284,12382.98677,0.024281,0.022629,Indianwolf_SRR13985171,Indian
30352.46377,2.492425629,7673.049742,0.015045,0.014295,Indianwolf_SRR13985171,Indian
35896.87332,2.492425629,8168.733531,0.016017,0.015507,Indianwolf_SRR13985171,Indian
41956.29249,2.856897865,7582.995942,0.014869,0.014679,Indianwolf_SRR13985171,Indian
48579.05835,2.856897865,8064.133885,0.015812,0.016114,Indianwolf_SRR13985171,Indian
55817.31637,2.946111736,8298.921474,0.016273,0.017024,Indianwolf_SRR13985171,Indian
63728.19218,2.946111736,8787.398027,0.01723,0.018493,Indianwolf_SRR13985171,Indian
72374.67046,3.541666507,7740.792743,0.015178,0.016424,Indianwolf_SRR13985171,Indian
81824.71607,3.541666507,8198.454283,0.016076,0.017394,Indianwolf_SRR13985171,Indian
92153.32474,4.663143356,6604.197967,0.01295,0.014014,Indianwolf_SRR13985171,Indian
103441.6442,4.663143356,7015.65373,0.013756,0.014876,Indianwolf_SRR13985171,Indian
115779.3176,6.091763732,5711.754355,0.0112,0.012149,Indianwolf_SRR13985171,Indian
129263.8982,6.091763732,6082.974593,0.011928,0.012962,Indianwolf_SRR13985171,Indian
144001.7274,7.473178888,5282.688248,0.010358,0.011298,Indianwolf_SRR13985171,Indian
160109.4002,7.473178888,5630.356011,0.01104,0.012082,Indianwolf_SRR13985171,Indian
177714.3506,8.357907244,5361.412596,0.010513,0.011551,Indianwolf_SRR13985171,Indian
196955.438,8.357907244,5704.836154,0.011186,0.012352,Indianwolf_SRR13985171,Indian
217984.9973,8.914722442,5682.468486,0.011142,0.012341,Indianwolf_SRR13985171,Indian
240969.4253,8.914722442,6027.319914,0.011818,0.013106,Indianwolf_SRR13985171,Indian
266090.0593,9.473148876,6005.66423,0.011776,0.013051,Indianwolf_SRR13985171,Indian
293545.8137,9.473148876,6346.789735,0.012445,0.013746,Indianwolf_SRR13985171,Indian
323553.473,9.827797233,6449.618338,0.012646,0.013933,Indianwolf_SRR13985171,Indian
356350.0353,9.827797233,6781.573523,0.013297,0.014604,Indianwolf_SRR13985171,Indian
392195.349,9.740793818,7167.040567,0.014053,0.015409,Indianwolf_SRR13985171,Indian
431372.113,9.740793818,7476.24864,0.01466,0.016063,Indianwolf_SRR13985171,Indian
474190.5632,9.394461303,8043.298801,0.015771,0.01727,Indianwolf_SRR13985171,Indian
520988.7663,9.394461303,8297.049965,0.016269,0.017819,Indianwolf_SRR13985171,Indian
572137.0137,9.063998131,8812.561839,0.01728,0.018913,Indianwolf_SRR13985171,Indian
628039.2862,9.063998131,8965.775131,0.01758,0.019237,Indianwolf_SRR13985171,Indian
689137.3553,8.852999453,9267.952449,0.018173,0.019866,Indianwolf_SRR13985171,Indian
755914.5919,8.852999453,9279.224829,0.018195,0.019872,Indianwolf_SRR13985171,Indian
828898.8954,8.775380489,9292.501691,0.018221,0.019879,Indianwolf_SRR13985171,Indian
908666.5026,8.775380489,9137.861315,0.017918,0.019519,Indianwolf_SRR13985171,Indian
995848.7248,8.828258325,8847.902556,0.017349,0.018878,Indianwolf_SRR13985171,Indian
1091134.585,8.828258325,8530.269843,0.016726,0.018162,Indianwolf_SRR13985171,Indian
1195276.678,8.962397051,8015.646924,0.015717,0.017048,Indianwolf_SRR13985171,Indian
1309098.783,8.962397051,7558.934225,0.014822,0.016042,Indianwolf_SRR13985171,Indian
1433500.557,9.094555022,6937.450861,0.013603,0.014713,Indianwolf_SRR13985171,Indian
1569465.439,9.094555022,6373.763155,0.012498,0.013494,Indianwolf_SRR13985171,Indian
1718067.978,9.13717288,5737.911649,0.011251,0.012147,Indianwolf_SRR13985171,Indian
1880482.617,9.13717288,5101.702458,0.010003,0.010793,Indianwolf_SRR13985171,Indian
2057993.659,9.024632706,4498.862302,0.008821,0.009523,Indianwolf_SRR13985171,Indian
2252004.051,9.024632706,3830.637914,0.007511,0.008114,Indianwolf_SRR13985171,Indian
2464047.688,8.757550365,3270.197464,0.006412,0.006937,Indianwolf_SRR13985171,Indian
2695800.258,8.757550365,2628.056531,0.005153,0.005585,Indianwolf_SRR13985171,Indian
2949093.588,8.413198605,2121.84135,0.004161,0.004518,Indianwolf_SRR13985171,Indian
3225930.591,8.413198605,1581.881549,0.003102,0.003377,Indianwolf_SRR13985171,Indian
3528499.034,7.992086763,1185.178896,0.002324,0.002535,Indianwolf_SRR13985171,Indian
3859190.868,7.992086763,800.473473,0.00157,0.001717,Indianwolf_SRR13985171,Indian
4220619.812,7.992086763,517.030597,0.001014,0.001112,Indianwolf_SRR13985171,Indian
4615643.32,7.992086763,318.051139,0.000624,0.000686,Indianwolf_SRR13985171,Indian
0,1.173215789,27638.58364,0.039794,0.090613,Iberianwolf,Europe
4263.393068,1.173215789,28831.6263,0.041512,0.074936,Iberianwolf,Europe
8906.616571,1.173215789,29961.27918,0.043138,0.026026,Iberianwolf,Europe
13962.72007,1.173215789,31005.70194,0.044642,0.025402,Iberianwolf,Europe
19469.06393,6.371380136,6021.800156,0.00867,0.005917,Iberianwolf,Europe
25465.40342,6.371380136,6485.970265,0.009338,0.006557,Iberianwolf,Europe
31995.80462,7.137626969,6234.082845,0.008976,0.006646,Iberianwolf,Europe
39107.20748,7.137626969,6710.41229,0.009662,0.007495,Iberianwolf,Europe
46851.82073,9.576964166,5386.951828,0.007756,0.006311,Iberianwolf,Europe
55285.68492,9.576964166,5806.718466,0.00836,0.007026,Iberianwolf,Europe
64470.58836,10.61338243,5646.091687,0.008129,0.007168,Iberianwolf,Europe
74472.63015,10.61338243,6081.836151,0.008757,0.008176,Iberianwolf,Europe
85365.09412,10.09285188,6880.138418,0.009906,0.009619,Iberianwolf,Europe
97227.01181,10.09285188,7391.020317,0.010642,0.010473,Iberianwolf,Europe
110145.0784,9.423603763,8488.625296,0.012222,0.012053,Iberianwolf,Europe
124212.6949,9.423603763,9085.161074,0.013081,0.012951,Iberianwolf,Europe
139532.8418,8.772344575,10421.6147,0.015005,0.014853,Iberianwolf,Europe
156216.1632,8.772344575,11100.72772,0.015983,0.015819,Iberianwolf,Europe
174384.7989,8.646563571,11970.2626,0.017235,0.016987,Iberianwolf,Europe
194170.947,8.646563571,12692.96385,0.018275,0.017929,Iberianwolf,Europe
215717.8223,8.955831675,12970.59638,0.018675,0.018225,Iberianwolf,Europe
239183.0089,8.955831675,13700.93906,0.019727,0.019133,Iberianwolf,Europe
264736.5445,9.42359832,13728.71144,0.019767,0.019084,Iberianwolf,Europe
292564.7519,9.42359832,14446.16866,0.0208,0.01996,Iberianwolf,Europe
322870.2392,9.733742738,14681.11607,0.021138,0.020216,Iberianwolf,Europe
355872.8579,9.733742738,15370.38166,0.02213,0.021085,Iberianwolf,Europe
391813.5345,9.698020693,16093.40407,0.023171,0.022047,Iberianwolf,Europe
430953.3126,9.698020693,16723.0863,0.024078,0.022884,Iberianwolf,Europe
473576.7057,9.380392227,17874.68363,0.025736,0.024455,Iberianwolf,Europe
519994.5714,9.380392227,18377.47405,0.02646,0.025151,Iberianwolf,Europe
570543.6319,8.936373148,19699.61344,0.028363,0.026964,Iberianwolf,Europe
625592.7011,8.936373148,19969.0925,0.028751,0.027357,Iberianwolf,Europe
685541.7267,8.526111211,21039.88923,0.030293,0.028822,Iberianwolf,Europe
750826.5795,8.526111211,20957.84442,0.030175,0.028732,Iberianwolf,Europe
821922.8859,8.256010536,21353.22931,0.030744,0.029261,Iberianwolf,Europe
899347.4643,8.256010536,20846.74975,0.030015,0.028577,Iberianwolf,Europe
983663.5942,8.171933373,20349.77163,0.029299,0.027873,Iberianwolf,Europe
1075485.327,8.171933373,19441.27559,0.027991,0.02662,Iberianwolf,Europe
1175480.359,8.297382357,18100.86411,0.026062,0.024755,Iberianwolf,Europe
1284375.781,8.297382357,16917.34344,0.024357,0.023106,Iberianwolf,Europe
1402964.303,8.655065451,15006.20622,0.021606,0.020462,Iberianwolf,Europe
1532108.567,8.655065451,13736.36811,0.019778,0.018683,Iberianwolf,Europe
1672748.808,9.233655888,11676.37742,0.016812,0.015849,Iberianwolf,Europe
1825907.169,9.233655888,10485.55969,0.015097,0.014185,Iberianwolf,Europe
1992698.712,9.951808864,8655.175134,0.012462,0.011688,Iberianwolf,Europe
2174336.691,9.951808864,7625.888766,0.01098,0.010265,Iberianwolf,Europe
2372142.611,10.69461838,6186.161931,0.008907,0.008318,Iberianwolf,Europe
2587555.802,10.69461838,5334.052026,0.00768,0.007156,Iberianwolf,Europe
2822143.007,11.37295077,4269.016304,0.006147,0.005727,Iberianwolf,Europe
3077611.784,11.37295077,3584.534407,0.005161,0.004805,Iberianwolf,Europe
3355820.095,11.95196576,2818.079498,0.004057,0.003784,Iberianwolf,Europe
3658792.584,11.95196576,2289.225592,0.003296,0.003077,Iberianwolf,Europe
3988733.034,12.43756893,1752.008825,0.002523,0.002363,Iberianwolf,Europe
4348042.567,12.43756893,1366.546643,0.001968,0.00185,Iberianwolf,Europe
4739334.973,12.88392848,1005.181731,0.001447,0.001369,Iberianwolf,Europe
5165456.823,12.88392848,747.24806,0.001076,0.001023,Iberianwolf,Europe
5629509.029,12.88392848,536.937013,0.000773,0.000741,Iberianwolf,Europe
6134867.436,12.88392848,371.797918,0.000535,0.000518,Iberianwolf,Europe
0,2.016134568,5666.436306,0.014511,0.000523,TibetanCAN32_Ngari,Tibetan
2617.72698,2.016134568,6095.103536,0.015608,0.017785,TibetanCAN32_Ngari,Tibetan
5477.3477,2.016134568,6546.902482,0.016765,0.027233,TibetanCAN32_Ngari,Tibetan
8600.9814,2.016134568,7021.299312,0.01798,0.020119,TibetanCAN32_Ngari,Tibetan
12012.73238,0.74701417,19932.23193,0.051042,0.053888,TibetanCAN32_Ngari,Tibetan
15739.54074,0.74701417,20520.81743,0.052549,0.053267,TibetanCAN32_Ngari,Tibetan
19810.33164,0.490625625,31439.18815,0.080509,0.081245,TibetanCAN32_Ngari,Tibetan
24257.14962,0.490625625,30839.53342,0.078973,0.08133,TibetanCAN32_Ngari,Tibetan
29114.30786,0.716455203,20905.69184,0.053535,0.054911,TibetanCAN32_Ngari,Tibetan
34419.80608,0.716455203,20914.97103,0.053559,0.054521,TibetanCAN32_Ngari,Tibetan
40215.04696,1.62836792,9389.21624,0.024044,0.024447,TibetanCAN32_Ngari,Tibetan
46545.4033,1.62836792,9794.369608,0.025081,0.025471,TibetanCAN32_Ngari,Tibetan
53460.21802,3.526881238,4763.885277,0.012199,0.012405,TibetanCAN32_Ngari,Tibetan
61013.08774,3.526881238,5073.764777,0.012993,0.0131,TibetanCAN32_Ngari,Tibetan
69263.56426,6.226198695,3073.102944,0.00787,0.007871,TibetanCAN32_Ngari,Tibetan
78275.45308,6.226198695,3300.224585,0.008451,0.008406,TibetanCAN32_Ngari,Tibetan
88119.36562,8.307482545,2658.561279,0.006808,0.006782,TibetanCAN32_Ngari,Tibetan
98871.86848,8.307482545,2860.360244,0.007325,0.007298,TibetanCAN32_Ngari,Tibetan
110617.1849,9.45886246,2701.973315,0.006919,0.006846,TibetanCAN32_Ngari,Tibetan
123446.6277,9.45886246,2905.064512,0.007439,0.007303,TibetanCAN32_Ngari,Tibetan
137460.3006,9.368371438,3148.707878,0.008063,0.007879,TibetanCAN32_Ngari,Tibetan
152767.949,9.368371438,3374.41849,0.008641,0.008473,TibetanCAN32_Ngari,Tibetan
169488.3929,8.76972439,3853.471317,0.009868,0.009699,TibetanCAN32_Ngari,Tibetan
187752.6464,8.76972439,4108.018794,0.01052,0.010397,TibetanCAN32_Ngari,Tibetan
207702.783,8.6508657,4428.735422,0.011341,0.011228,TibetanCAN32_Ngari,Tibetan
229494.7717,8.6508657,4697.241893,0.012029,0.011918,TibetanCAN32_Ngari,Tibetan
253298.4769,9.095113105,4729.745557,0.012112,0.012005,TibetanCAN32_Ngari,Tibetan
279299.6435,9.095113105,4996.771853,0.012796,0.012635,TibetanCAN32_Ngari,Tibetan
307700.7476,9.742564915,4919.194765,0.012597,0.012413,TibetanCAN32_Ngari,Tibetan
338724.1161,9.742564915,5177.449836,0.013258,0.012997,TibetanCAN32_Ngari,Tibetan
372611.3589,9.978551813,5304.876866,0.013585,0.013295,TibetanCAN32_Ngari,Tibetan
409626.7727,9.978551813,5549.405658,0.014211,0.013889,TibetanCAN32_Ngari,Tibetan
450059.042,9.632577768,5984.398813,0.015325,0.014984,TibetanCAN32_Ngari,Tibetan
494224.0747,9.632577768,6196.484755,0.015868,0.015542,TibetanCAN32_Ngari,Tibetan
542466.4208,9.065630453,6770.737509,0.017338,0.016997,TibetanCAN32_Ngari,Tibetan
595161.8235,9.065630453,6910.533669,0.017696,0.017374,TibetanCAN32_Ngari,Tibetan
652722.0412,8.572761968,7395.602458,0.018939,0.01859,TibetanCAN32_Ngari,Tibetan
715595.9809,8.572761968,7414.846971,0.018988,0.018647,TibetanCAN32_Ngari,Tibetan
784273.9524,8.225892068,7670.766204,0.019643,0.019273,TibetanCAN32_Ngari,Tibetan
859291.9221,8.225892068,7531.461971,0.019286,0.018919,TibetanCAN32_Ngari,Tibetan
941235.1989,8.06390666,7460.302121,0.019104,0.018713,TibetanCAN32_Ngari,Tibetan
1030742.972,8.06390666,7157.005126,0.018328,0.017927,TibetanCAN32_Ngari,Tibetan
1128513.983,8.118247678,6742.207343,0.017265,0.016851,TibetanCAN32_Ngari,Tibetan
1235310.211,8.118247678,6314.702963,0.016171,0.015738,TibetanCAN32_Ngari,Tibetan
1351965.665,8.377362458,5665.791975,0.014509,0.014079,TibetanCAN32_Ngari,Tibetan
1479390.069,8.377362458,5181.079519,0.013268,0.012821,TibetanCAN32_Ngari,Tibetan
1618577.656,8.78413541,4465.540649,0.011435,0.011013,TibetanCAN32_Ngari,Tibetan
1770614.535,8.78413541,3985.332336,0.010206,0.009782,TibetanCAN32_Ngari,Tibetan
1936686.356,9.260520808,3330.796591,0.008529,0.008148,TibetanCAN32_Ngari,Tibetan
2118089.079,9.260520808,2895.151252,0.007414,0.007049,TibetanCAN32_Ngari,Tibetan
2316238.052,9.74197842,2357.008566,0.006036,0.005722,TibetanCAN32_Ngari,Tibetan
2532679.353,9.74197842,1987.374235,0.005089,0.004806,TibetanCAN32_Ngari,Tibetan
2769101.133,10.19958309,1572.85263,0.004028,0.003796,TibetanCAN32_Ngari,Tibetan
3027348.081,10.19958309,1279.463512,0.003276,0.003079,TibetanCAN32_Ngari,Tibetan
3309435.316,10.844357,961.907205,0.002463,0.002315,TibetanCAN32_Ngari,Tibetan
3617563.419,10.844357,755.099567,0.001934,0.001815,TibetanCAN32_Ngari,Tibetan
3954136.013,10.844357,574.96841,0.001472,0.001383,TibetanCAN32_Ngari,Tibetan
4321779.618,10.844357,423.481098,0.001084,0.001021,TibetanCAN32_Ngari,Tibetan
0,4.813020057,10406.11151,0.012826,0.004994,CAN30_Xinjiang,Xinjiang
5576.054484,4.813020057,11142.61461,0.013734,0.013122,CAN30_Xinjiang,Xinjiang
11628.69482,4.813020057,11917.41758,0.014689,0.010847,CAN30_Xinjiang,Xinjiang
18198.39817,4.813020057,12730.06469,0.015691,0.012207,CAN30_Xinjiang,Xinjiang
25328.90596,8.256434454,7946.248911,0.009794,0.008045,CAN30_Xinjiang,Xinjiang
33068.52965,8.256434454,8531.46997,0.010516,0.009046,CAN30_Xinjiang,Xinjiang
41469.49781,10.5649825,7161.424734,0.008827,0.008409,CAN30_Xinjiang,Xinjiang
50587.30333,10.5649825,7695.904464,0.009486,0.009669,CAN30_Xinjiang,Xinjiang
60484.6205,11.55512225,7558.900025,0.009317,0.009481,CAN30_Xinjiang,Xinjiang
71227.38792,11.55512225,8116.989774,0.010005,0.010235,CAN30_Xinjiang,Xinjiang
82886.76704,10.50349521,9574.232826,0.011801,0.012251,CAN30_Xinjiang,Xinjiang
95543.0593,10.50349521,10248.17112,0.012632,0.013315,CAN30_Xinjiang,Xinjiang
109279.8305,9.344977613,12302.52518,0.015164,0.016089,CAN30_Xinjiang,Xinjiang
124189.7862,9.344977613,13108.50471,0.016157,0.017106,CAN30_Xinjiang,Xinjiang
140373.4667,8.778690646,14834.61155,0.018285,0.019232,CAN30_Xinjiang,Xinjiang
157939.8989,8.778690646,15731.85446,0.019391,0.020332,CAN30_Xinjiang,Xinjiang
177005.9445,8.57867148,17033.21257,0.020995,0.021917,CAN30_Xinjiang,Xinjiang
197700.8691,8.57867148,17977.12288,0.022158,0.023057,CAN30_Xinjiang,Xinjiang
220163.0785,8.82883454,18400.02911,0.022679,0.023516,CAN30_Xinjiang,Xinjiang
244544.0356,8.82883454,19341.42693,0.02384,0.0246,CAN30_Xinjiang,Xinjiang
271007.6076,9.337588455,19189.90253,0.023653,0.024321,CAN30_Xinjiang,Xinjiang
299731.3717,9.337588455,20098.99343,0.024773,0.025323,CAN30_Xinjiang,Xinjiang
330908.5737,9.668728081,20282.53249,0.025,0.025472,CAN30_Xinjiang,Xinjiang
364748.7807,9.668728081,21139.87883,0.026056,0.026452,CAN30_Xinjiang,Xinjiang
401479.84,9.520670424,22290.66784,0.027475,0.027862,CAN30_Xinjiang,Xinjiang
441347.2259,9.520670424,23048.15737,0.028409,0.028809,CAN30_Xinjiang,Xinjiang
484620.5685,9.078708266,24854.51389,0.030635,0.03108,CAN30_Xinjiang,Xinjiang
531589.7365,9.078708266,25405.55092,0.031314,0.03181,CAN30_Xinjiang,Xinjiang
582570.7128,8.628533459,27135.44422,0.033446,0.033992,CAN30_Xinjiang,Xinjiang
637905.5947,8.628533459,27338.96778,0.033697,0.034285,CAN30_Xinjiang,Xinjiang
697967.1636,8.288973457,28441.19495,0.035056,0.035672,CAN30_Xinjiang,Xinjiang
763158.8855,8.288973457,28173.52454,0.034726,0.035364,CAN30_Xinjiang,Xinjiang
833918.8276,8.095505122,28318.12087,0.034904,0.035542,CAN30_Xinjiang,Xinjiang
910722.9229,8.095505122,27526.44873,0.033928,0.03456,CAN30_Xinjiang,Xinjiang
994086.9286,8.073671495,26573.27686,0.032754,0.033348,CAN30_Xinjiang,Xinjiang
1084570.996,8.073671495,25318.91126,0.031207,0.031759,CAN30_Xinjiang,Xinjiang
1182783.589,8.229318619,23438.03349,0.028889,0.029372,CAN30_Xinjiang,Xinjiang
1289384.746,8.229318619,21884.02242,0.026974,0.027386,CAN30_Xinjiang,Xinjiang
1405091.304,8.544641292,19488.19309,0.024021,0.024354,CAN30_Xinjiang,Xinjiang
1530680.817,8.544641292,17833.11667,0.021981,0.022236,CAN30_Xinjiang,Xinjiang
1666996.775,8.981751533,15370.94787,0.018946,0.019133,CAN30_Xinjiang,Xinjiang
1814956.444,8.981751533,13781.0386,0.016986,0.017106,CAN30_Xinjiang,Xinjiang
1975553.472,9.47433981,11587.51152,0.014282,0.014359,CAN30_Xinjiang,Xinjiang
2149867.686,9.47433981,10161.75807,0.012525,0.012558,CAN30_Xinjiang,Xinjiang
2339070.311,9.943662625,8384.321433,0.010334,0.010347,CAN30_Xinjiang,Xinjiang
2544433.767,9.943662625,7164.787662,0.008831,0.008823,CAN30_Xinjiang,Xinjiang
2767337.54,10.34307777,5796.731939,0.007145,0.007133,CAN30_Xinjiang,Xinjiang
3009280.592,10.34307777,4800.010286,0.005916,0.005899,CAN30_Xinjiang,Xinjiang
3271887.885,10.66989222,3782.096699,0.004662,0.004648,CAN30_Xinjiang,Xinjiang
3556926.049,10.66989222,3014.302904,0.003715,0.003704,CAN30_Xinjiang,Xinjiang
3866309.917,10.92251091,2294.650991,0.002828,0.002823,CAN30_Xinjiang,Xinjiang
4202119.49,10.92251091,1745.865694,0.002152,0.002151,CAN30_Xinjiang,Xinjiang
4566611.045,11.06486349,1275.199795,0.001572,0.001576,CAN30_Xinjiang,Xinjiang
4962235.408,11.06486349,915.7549,0.001129,0.001136,CAN30_Xinjiang,Xinjiang
5391651.013,11.00020094,637.74046,0.000786,0.000795,CAN30_Xinjiang,Xinjiang
5857744.143,11.00020094,424.263167,0.000523,0.000532,CAN30_Xinjiang,Xinjiang
6363647.861,11.00020094,270.692556,0.000334,0.000341,CAN30_Xinjiang,Xinjiang
6912762.247,11.00020094,165.051575,0.000203,0.00021,CAN30_Xinjiang,Xinjiang
0,4.584302541,10531.80301,0.013112,0.018531,CAN24_Xinjiang,Xinjiang
5429.139775,4.584302541,11272.6841,0.014035,0.014957,CAN24_Xinjiang,Xinjiang
11321.57972,4.584302541,12051.40186,0.015004,0.010288,CAN24_Xinjiang,Xinjiang
17716.77672,4.584302541,12867.36283,0.01602,0.011622,CAN24_Xinjiang,Xinjiang
24657.36966,8.981748972,7034.427714,0.008758,0.007213,CAN24_Xinjiang,Xinjiang
32190.45224,8.981748972,7560.598807,0.009413,0.008185,CAN24_Xinjiang,Xinjiang
40365.66377,11.68424893,6249.50785,0.007781,0.007075,CAN24_Xinjiang,Xinjiang
49239.00756,11.68424893,6723.522087,0.008371,0.007845,CAN24_Xinjiang,Xinjiang
58868.39614,11.76548411,7178.4346,0.008937,0.008795,CAN24_Xinjiang,Xinjiang
69320.01523,11.76548411,7711.447013,0.009601,0.009639,CAN24_Xinjiang,Xinjiang
80663.2326,10.43855117,9321.901091,0.011606,0.011783,CAN24_Xinjiang,Xinjiang
92973.77999,10.43855117,9980.100664,0.012425,0.012882,CAN24_Xinjiang,Xinjiang
106335.026,9.075864051,12260.23871,0.015264,0.015989,CAN24_Xinjiang,Xinjiang
120835.4304,9.075864051,13061.78243,0.016262,0.017064,CAN24_Xinjiang,Xinjiang
136573.6353,8.628755956,14605.58927,0.018184,0.018971,CAN24_Xinjiang,Xinjiang
153654.0107,8.628755956,15491.33091,0.019287,0.019996,CAN24_Xinjiang,Xinjiang
172191.7452,8.465048944,16711.47301,0.020806,0.021435,CAN24_Xinjiang,Xinjiang
192311.5733,8.465048944,17643.15313,0.021966,0.022549,CAN24_Xinjiang,Xinjiang
214147.1395,8.590217516,18316.39804,0.022804,0.023326,CAN24_Xinjiang,Xinjiang
237845.4523,8.590217516,19252.09202,0.023969,0.024403,CAN24_Xinjiang,Xinjiang
263565.6122,9.046582358,19180.06263,0.023879,0.024213,CAN24_Xinjiang,Xinjiang
291480.0839,9.046582358,20084.23918,0.025005,0.025197,CAN24_Xinjiang,Xinjiang
321775.9694,9.35355922,20292.45374,0.025264,0.025378,CAN24_Xinjiang,Xinjiang
354656.917,9.35355922,21144.00874,0.026325,0.026361,CAN24_Xinjiang,Xinjiang
390342.4854,9.22606923,22251.03147,0.027703,0.027722,CAN24_Xinjiang,Xinjiang
429071.9614,9.22606923,23001.68696,0.028637,0.028664,CAN24_Xinjiang,Xinjiang
471106.2694,8.85713002,24636.87097,0.030673,0.030718,CAN24_Xinjiang,Xinjiang
516726.699,8.85713002,25186.89656,0.031358,0.031442,CAN24_Xinjiang,Xinjiang
566238.7227,8.495805932,26669.0792,0.033203,0.033304,CAN24_Xinjiang,Xinjiang
619974.5421,8.495805932,26893.7897,0.033483,0.033611,CAN24_Xinjiang,Xinjiang
678294.9967,8.227946057,27790.54575,0.0346,0.034732,CAN24_Xinjiang,Xinjiang
741590.8369,8.227946057,27581.55168,0.034339,0.034488,CAN24_Xinjiang,Xinjiang
810286.5424,8.066133786,27683.00489,0.034466,0.034612,CAN24_Xinjiang,Xinjiang
884842.8678,8.066133786,26983.2516,0.033594,0.033747,CAN24_Xinjiang,Xinjiang
965759.3882,8.029678114,26172.35003,0.032585,0.032722,CAN24_Xinjiang,Xinjiang
1053578.954,8.029678114,25013.21209,0.031142,0.031266,CAN24_Xinjiang,Xinjiang
1148890.872,8.129217068,23378.46632,0.029106,0.029202,CAN24_Xinjiang,Xinjiang
1252334.091,8.129217068,21884.25907,0.027246,0.027309,CAN24_Xinjiang,Xinjiang
1364602.286,8.359825769,19715.75709,0.024546,0.024574,CAN24_Xinjiang,Xinjiang
1486448.322,8.359825769,18064.63768,0.022491,0.022475,CAN24_Xinjiang,Xinjiang
1618688.701,8.705514635,15725.57924,0.019579,0.019534,CAN24_Xinjiang,Xinjiang
1762211.202,8.705514635,14094.35525,0.017548,0.017463,CAN24_Xinjiang,Xinjiang
1917978.065,9.129075881,11909.92686,0.014828,0.014731,CAN24_Xinjiang,Xinjiang
2087032.988,9.129075881,10427.76377,0.012983,0.012861,CAN24_Xinjiang,Xinjiang
2270510.675,9.574260309,8594.979428,0.010701,0.010584,CAN24_Xinjiang,Xinjiang
2469641.288,9.574260309,7330.662334,0.009127,0.009005,CAN24_Xinjiang,Xinjiang
2685759.999,9.987422179,5904.16194,0.007351,0.007245,CAN24_Xinjiang,Xinjiang
2920315.893,9.987422179,4882.491268,0.006079,0.005981,CAN24_Xinjiang,Xinjiang
3174882.154,10.33490454,3831.615615,0.00477,0.004693,CAN24_Xinjiang,Xinjiang
3451166.247,10.33490454,3052.344621,0.0038,0.003736,CAN24_Xinjiang,Xinjiang
3751020.736,10.59990784,2318.816073,0.002887,0.002841,CAN24_Xinjiang,Xinjiang
4076456.013,10.59990784,1764.674742,0.002197,0.002164,CAN24_Xinjiang,Xinjiang
4429654.934,10.77021751,1286.206903,0.001601,0.001582,CAN24_Xinjiang,Xinjiang
4812985.55,10.77021751,925.167252,0.001152,0.001141,CAN24_Xinjiang,Xinjiang
5229018.921,10.80468443,640.931442,0.000798,0.000794,CAN24_Xinjiang,Xinjiang
5680544.394,10.80468443,429.177252,0.000534,0.000534,CAN24_Xinjiang,Xinjiang
6170591.24,10.80468443,275.790206,0.000343,0.000345,CAN24_Xinjiang,Xinjiang
6702443.926,10.80468443,169.47882,0.000211,0.000213,CAN24_Xinjiang,Xinjiang
0,3.429074866,7520.31669,0.01316,0.000826,CAN16_Qinghai,Qinghai
4052.949902,3.429074866,8073.356589,0.014127,0.019902,CAN16_Qinghai,Qinghai
8464.992996,3.429074866,8656.378261,0.015148,0.016001,CAN16_Qinghai,Qinghai
13267.69289,3.429074866,9269.043715,0.01622,0.019212,CAN16_Qinghai,Qinghai
18495.81528,0.867380558,38112.11277,0.066691,0.078899,CAN16_Qinghai,Qinghai
24187.328,0.867380558,38387.43128,0.067173,0.075609,CAN16_Qinghai,Qinghai
30383.40096,1.942596437,17565.56714,0.030737,0.034259,CAN16_Qinghai,Qinghai
37127.94874,1.942596437,18353.09714,0.032116,0.034914,CAN16_Qinghai,Qinghai
44470.37525,5.09656059,7388.111509,0.012928,0.013608,CAN16_Qinghai,Qinghai
52463.2865,5.09656059,7895.881982,0.013817,0.014028,CAN16_Qinghai,Qinghai
61164.32037,8.639013881,4991.687176,0.008735,0.008735,CAN16_Qinghai,Qinghai
70636.14663,8.639013881,5364.891739,0.009388,0.009385,CAN16_Qinghai,Qinghai
80946.92437,10.84625701,4594.283687,0.008039,0.007991,CAN16_Qinghai,Qinghai
92171.67434,10.84625701,4941.584173,0.008647,0.008505,CAN16_Qinghai,Qinghai
104390.4492,11.37069525,5066.22453,0.008865,0.008679,CAN16_Qinghai,Qinghai
117692.4503,11.37069525,5440.747036,0.009521,0.009329,CAN16_Qinghai,Qinghai
132172.3686,10.40284346,6374.234376,0.011154,0.010949,CAN16_Qinghai,Qinghai
147935.4161,10.40284346,6817.843859,0.01193,0.011774,CAN16_Qinghai,Qinghai
165095.0387,9.366910542,8077.108152,0.014134,0.01395,CAN16_Qinghai,Qinghai
183774.7463,9.366910542,8590.857168,0.015033,0.01484,CAN16_Qinghai,Qinghai
204109.9422,9.033730489,9450.147478,0.016537,0.016277,CAN16_Qinghai,Qinghai
226246.5507,9.033730489,9997.784695,0.017495,0.017168,CAN16_Qinghai,Qinghai
250344.2198,9.20910811,10352.7476,0.018116,0.017739,CAN16_Qinghai,Qinghai
276576.7779,9.20910811,10902.12017,0.019077,0.018593,CAN16_Qinghai,Qinghai
