Time,Ne,,,,Sample,Population,Poplabel
7045352.21,10.66937005,185.04592,0.000229,0.000225,Kyrgyzstan_WLF180.,2_2.,
0,0.866812053,51928.05102,0.06531,0.083551,Kyrgyzstan_WLF180.,1_1_1_1.,
5251.774,4.271243239,10986.29183,0.013817,0.008611,Kyrgyzstan_WLF180.,1_1_1_1.,
10962.55184,5.0022286,10052.96404,0.012644,0.007309,Kyrgyzstan_WLF180.,1_1_1_1.,
17171.43609,6.526558328,8271.360455,0.010403,0.006705,Kyrgyzstan_WLF180.,1_1_1_1.,
23922.94349,8.109309461,7160.056924,0.009005,0.006627,Kyrgyzstan_WLF180.,1_1_1_1.,
31263.39553,8.109309461,7703.481652,0.009689,0.007421,Kyrgyzstan_WLF180.,1_1_1_1.,
39244.52791,10.04200112,6694.660067,0.00842,0.006785,Kyrgyzstan_WLF180.,1_1_1_1.,
47922.88893,10.04200112,7206.512496,0.009064,0.007919,Kyrgyzstan_WLF180.,1_1_1_1.,
57358.63638,12.16945359,6402.226495,0.008052,0.007421,Kyrgyzstan_WLF180.,1_1_1_1.,
67618.54538,12.16945359,6893.72544,0.00867,0.008279,Kyrgyzstan_WLF180.,1_1_1_1.,
78773.60211,11.61892789,7765.983265,0.009767,0.009597,Kyrgyzstan_WLF180.,1_1_1_1.,
90902.61327,11.61892789,8342.682945,0.010493,0.010554,Kyrgyzstan_WLF180.,1_1_1_1.,
104091.0029,9.879076086,10516.52078,0.013227,0.013494,Kyrgyzstan_WLF180.,1_1_1_1.,
118430.2108,9.879076086,11243.64032,0.014141,0.014666,Kyrgyzstan_WLF180.,1_1_1_1.,
134021.9036,9.148637614,12951.67686,0.016289,0.016912,Kyrgyzstan_WLF180.,1_1_1_1.,
150974.3654,9.148637614,13782.31712,0.017334,0.017886,Kyrgyzstan_WLF180.,1_1_1_1.,
169407.3101,9.145144361,14644.20306,0.018418,0.018872,Kyrgyzstan_WLF180.,1_1_1_1.,
189448.8738,9.145144361,15522.19296,0.019522,0.019918,Kyrgyzstan_WLF180.,1_1_1_1.,
211240.4272,9.302265539,16142.98354,0.020303,0.020659,Kyrgyzstan_WLF180.,1_1_1_1.,
234934.7711,9.302265539,17040.42735,0.021432,0.021752,Kyrgyzstan_WLF180.,1_1_1_1.,
260697.3395,9.667279692,17275.0127,0.021727,0.022003,Kyrgyzstan_WLF180.,1_1_1_1.,
288709.2071,9.667279692,18161.76926,0.022842,0.02303,Kyrgyzstan_WLF180.,1_1_1_1.,
319166.4884,9.96323545,18483.14963,0.023246,0.023375,Kyrgyzstan_WLF180.,1_1_1_1.,
352282.7435,9.96323545,19336.46941,0.024319,0.024371,Kyrgyzstan_WLF180.,1_1_1_1.,
388290.1814,9.871180378,20345.00401,0.025588,0.025616,Kyrgyzstan_WLF180.,1_1_1_1.,
427441.4648,9.871180378,21126.04759,0.02657,0.026589,Kyrgyzstan_WLF180.,1_1_1_1.,
470010.913,9.510261056,22655.56418,0.028494,0.028522,Kyrgyzstan_WLF180.,1_1_1_1.,
516296.3073,9.510261056,23279.67877,0.029279,0.029331,Kyrgyzstan_WLF180.,1_1_1_1.,
566623.101,9.113486331,24804.62917,0.031197,0.031262,Kyrgyzstan_WLF180.,1_1_1_1.,
621343.2172,9.113486331,25152.02003,0.031634,0.031728,Kyrgyzstan_WLF180.,1_1_1_1.,
680840.4626,8.782727931,26264.63734,0.033033,0.033138,Kyrgyzstan_WLF180.,1_1_1_1.,
745532.3321,8.782727931,26212.82423,0.032968,0.033106,Kyrgyzstan_WLF180.,1_1_1_1.,
815872.4154,8.575668961,26561.93469,0.033407,0.03355,Kyrgyzstan_WLF180.,1_1_1_1.,
892352.803,8.575668961,26034.07125,0.032743,0.032907,Kyrgyzstan_WLF180.,1_1_1_1.,
975510.7039,8.544257031,25374.12253,0.031913,0.032066,Kyrgyzstan_WLF180.,1_1_1_1.,
1065928.446,8.544257031,24392.94632,0.030679,0.030826,Kyrgyzstan_WLF180.,1_1_1_1.,
1164239.489,8.710565942,22786.33668,0.028658,0.028776,Kyrgyzstan_WLF180.,1_1_1_1.,
1271133.844,8.710565942,21480.01441,0.027015,0.027099,Kyrgyzstan_WLF180.,1_1_1_1.,
1387360.476,9.061224261,19283.82483,0.024253,0.024301,Kyrgyzstan_WLF180.,1_1_1_1.,
1513734.521,9.061224261,17829.83384,0.022425,0.022425,Kyrgyzstan_WLF180.,1_1_1_1.,
1651140.901,9.561292625,15477.22558,0.019466,0.019438,Kyrgyzstan_WLF180.,1_1_1_1.,
1800543.344,9.561292625,14036.38566,0.017654,0.017581,Kyrgyzstan_WLF180.,1_1_1_1.,
1962989.798,10.1521924,11870.35194,0.014929,0.014845,Kyrgyzstan_WLF180.,1_1_1_1.,
2139617.846,10.1521924,10548.64619,0.013267,0.013153,Kyrgyzstan_WLF180.,1_1_1_1.,
2331666.137,10.72578314,8770.563043,0.011031,0.010922,Kyrgyzstan_WLF180.,1_1_1_1.,
2540481.003,10.72578314,7611.099005,0.009572,0.009456,Kyrgyzstan_WLF180.,1_1_1_1.,
2767526.683,11.14139135,6263.822327,0.007878,0.007777,Kyrgyzstan_WLF180.,1_1_1_1.,
3014393.749,11.14139135,5270.171388,0.006628,0.006536,Kyrgyzstan_WLF180.,1_1_1_1.,
3282813.543,11.30486327,4282.066054,0.005386,0.005311,Kyrgyzstan_WLF180.,1_1_1_1.,
3574667.197,11.30486327,3453.760489,0.004344,0.004285,Kyrgyzstan_WLF180.,1_1_1_1.,
3892000.678,11.23045904,2729.018299,0.003432,0.003388,Kyrgyzstan_WLF180.,1_1_1_1.,
4237038.62,11.23045904,2079.591554,0.002615,0.002585,Kyrgyzstan_WLF180.,1_1_1_1.,
4612199.367,11.00768385,1561.304391,0.001964,0.001943,Kyrgyzstan_WLF180.,1_1_1_1.,
5020113.617,11.00768385,1105.542184,0.00139,0.001378,Kyrgyzstan_WLF180.,1_1_1_1.,
5463639.467,10.66140748,772.807698,0.000972,0.000965,Kyrgyzstan_WLF180.,1_1_1_1.,
5945887.675,10.66140748,497.697723,0.000626,0.000623,Kyrgyzstan_WLF180.,1_1_1_1.,
6470237.304,10.66140748,306.213532,0.000385,0.000384,Kyrgyzstan_WLF180.,1_1_1_1.,
7040364.595,10.66140748,179.275668,0.000225,0.000225,Kyrgyzstan_WLF180.,1_1_1_1.,
